,date,user,region,tweet,location,location_2,map_url,lat,long,magnitude
2,2022-08-28 22:47:02+00:00,earthquakeBot," occurred 106.25mi WSW of Pariaman, Indonesia. ","A 5.8 magnitude earthquake occurred 106.25mi WSW of Pariaman, Indonesia. Details: https://t.co/m9Yr6qcyBY Map: https://t.co/eXMBQnJhcJ",Indian Ocean,"XJCM+J8M Sigapokna, Mentawai Islands Regency, West Sumatra, Indonesia","https://www.google.com/maps/place/1%C2%B001'42.2%22S+98%C2%B037'59.9%22E/@-1.0284,98.6333,386582m/data=!3m1!1e3!4m5!3m4!1s0x0:0x8160b34717fd5168!8m2!3d-1.0284!4d98.6333?hl=e",-1.0284, 98.6333,5.8
4,2022-08-28 19:06:02+00:00,earthquakeBot," occurred 111.23mi WSW of Haveluloto, Tonga. ","A 5.6 magnitude earthquake occurred 111.23mi WSW of Haveluloto, Tonga. Details: https://t.co/1HQ2Nnl2n8 Map: https://t.co/1jlPNA6laR",South Pacific Ocean,52C556G6+QX,"https://www.google.com/maps/place/21%C2%B049'23.2%22S+176%C2%B047'15.4%22W/@-21.8231,-176.7876,358936m/data=!3m1!1e3!4m5!3m4!1s0x0:0x84a6d4566cf669dd!8m2!3d-21.8231!4d-176.7876?hl=e",-21.8231, -176.7876,5.6
6,2022-08-28 13:41:02+00:00,earthquakeBot, occurred in Fiji region. ,A 5.1 magnitude earthquake occurred in Fiji region. Details: https://t.co/E07OzLl0A8 Map: https://t.co/014yKj1WiK,South Pacific Ocean,52C3J4RW+QF,"https://www.google.com/maps/place/21%C2%B021'28.8%22S+178%C2%B051'13.7%22W/@-21.358,-178.8538,360091m/data=!3m1!1e3!4m5!3m4!1s0x0:0xc6c84546258ca233!8m2!3d-21.358!4d-178.8538?hl=e",-21.358, -178.8538,5.1
12,2022-08-28 04:02:01+00:00,earthquakeBot, occurred in southeast of the Loyalty Islands. ,A 5.1 magnitude earthquake occurred in southeast of the Loyalty Islands. Details: https://t.co/IWEneJAeWK Map: https://t.co/jqknFwP037,South Pacific Ocean,5V9GFWM3+96,"https://www.google.com/maps/place/22%C2%B030'59.4%22S+170%C2%B054'11.2%22E/@-22.5165,170.9031,357170m/data=!3m1!1e3!4m5!3m4!1s0x0:0xf4af713afd4a6a3f!8m2!3d-22.5165!4d170.9031?hl=e",-22.5165, 170.9031,5.1
16,2022-08-28 01:13:02+00:00,earthquakeBot," occurred in Izu Islands, Japan region. ","A 5.3 magnitude earthquake occurred in Izu Islands, Japan region. Details: https://t.co/q8g9wY7sPM Map: https://t.co/0Qk8DLpobC",North Pacific Ocean,8R44FC4V+8C,"https://www.google.com/maps/place/32%C2%B027'20.9%22N+142%C2%B026'37.0%22E/@32.4558,142.4436,326253m/data=!3m1!1e3!4m5!3m4!1s0x0:0x174819d86044284f!8m2!3d32.4558!4d142.4436?hl=e",32.4558, 142.4436,5.3
18,2022-08-27 18:48:02+00:00,earthquakeBot," occurred 6.21mi SSE of San Ramon, Philippines. ","A 5.2 magnitude earthquake occurred 6.21mi SSE of San Ramon, Philippines. Details: https://t.co/GipR1QHLBY Map: https://t.co/jCtOZW9FxR","Ampalioc, Luba, Abra, Philippines","8QJ4+HV8 Luba, Abra, Philippines","https://www.google.com/maps/place/17%C2%B019'53.0%22N+120%C2%B045'25.9%22E/@17.3314,120.7572,369090m/data=!3m1!1e3!4m5!3m4!1s0x0:0x486b947c65203979!8m2!3d17.3314!4d120.7572?hl=e",17.3314, 120.7572,5.2
20,2022-08-26 16:27:01+00:00,earthquakeBot," occurred 40.39mi NNE of Port-Olry, Vanuatu. ","A 5.1 magnitude earthquake occurred 40.39mi NNE of Port-Olry, Vanuatu. Details: https://t.co/4XO2tAduGc Map: https://t.co/I9cUuQe2aw",Coral Sea,5VQ9G74V+69,"https://www.google.com/maps/place/14%C2%B029'39.8%22S+167%C2%B017'36.6%22E/@-14.4944,167.2935,374339m/data=!3m1!1e3!4m5!3m4!1s0x0:0x142d44ced61015f9!8m2!3d-14.4944!4d167.2935?hl=e",-14.4944, 167.2935,5.1
23,2022-08-25 03:40:02+00:00,earthquakeBot," occurred 71.46mi SSW of Bengkulu, Indonesia. ","A 5.0 magnitude earthquake occurred 71.46mi SSW of Bengkulu, Indonesia. Details: https://t.co/1glmBEmeOy Map: https://t.co/X55P4ggStt",Indian Ocean,6P737QV4+2P,"https://www.google.com/maps/place/4%C2%B042'26.6%22S+101%C2%B045'24.5%22E/@-4.7074,101.7568,385340m/data=!3m1!1e3!4m5!3m4!1s0x0:0x9cdef291b0452f8d!8m2!3d-4.7074!4d101.7568?hl=e",-4.7074, 101.7568,5.0
25,2022-08-24 23:05:01+00:00,earthquakeBot, occurred in Kuril Islands. ,A 5.1 magnitude earthquake occurred in Kuril Islands. Details: https://t.co/QCZVWiiK11 Map: https://t.co/lNiyXvUX40,Pacific Ocean,8RVMVP58+9V,"https://www.google.com/maps/place/47%C2%B051'30.2%22N+153%C2%B043'01.9%22E/@47.8584,153.7172,259425m/data=!3m1!1e3!4m5!3m4!1s0x0:0xa13caad01eab8439!8m2!3d47.8584!4d153.7172?hl=e",47.8584, 153.7172,5.1
28,2022-08-24 15:54:02+00:00,earthquakeBot," occurred 42.25mi SW of Isangel, Vanuatu. ","A 5.2 magnitude earthquake occurred 42.25mi SW of Isangel, Vanuatu. Details: https://t.co/Kk8SgfatDa Map: https://t.co/vco0Jgr14Z",Coral Sea,5VGC3QW3+4C,"https://www.google.com/maps/place/19%C2%B054'16.9%22S+168%C2%B045'12.6%22E/@-19.9047,168.7535,363547m/data=!3m1!1e3!4m5!3m4!1s0x0:0x9f47c2f6b3fc6b2d!8m2!3d-19.9047!4d168.7535?hl=e",-19.9047, 168.7535,5.2
30,2022-08-24 12:29:01+00:00,earthquakeBot," occurred 42.25mi NE of Calama, Chile. ","A 5.4 magnitude earthquake occurred 42.25mi NE of Calama, Chile. Details: https://t.co/40hCl48mt7 Map: https://t.co/tt4ZRoEpir","Calama, Antofagasta, Chile","2G82+XPV San Pedro, Calama, Chile","https://www.google.com/maps/place/21%C2%B058'57.0%22S+68%C2%B029'53.5%22W/@-21.9825,-68.4982,358535m/data=!3m1!1e3!4m5!3m4!1s0x0:0x19d2fc371bd7d20!8m2!3d-21.9825!4d-68.4982?hl=e",-21.9825, -68.4982,5.4
