,date,user,region,tweet,location,location_2,map_url,lat,long,magnitude
1,2022-10-16 12:59:01+00:00,earthquakeBot, occurred in off the coast of Central America. ,A 6.7 magnitude earthquake occurred in off the coast of Central America. Details: https://t.co/tyj0DMNw1p Map: https://t.co/RTVi0KipmK,North Pacific Ocean,66PJCFM8+52,"https://www.google.com/maps/place/4%C2%B025'58.8%22N+87%C2%B032'06.0%22W/@4.433,-87.535,386097m/data=!3m1!1e3!4m5!3m4!1s0x0:0x7ce9c8b09def400f!8m2!3d4.433!4d-87.535?hl=e",4.433, -87.535,6.7
2,2022-10-15 19:35:01+00:00,earthquakeBot," occurred 101.28mi SW of Merizo Village, Guam. ","A 5.0 magnitude earthquake occurred 101.28mi SW of Merizo Village, Guam. Details: https://t.co/aLdh2wsK9o Map: https://t.co/aegavFBIDI",North Pacific Ocean,7R453Q5X+CR,"https://www.google.com/maps/place/12%C2%B003'31.0%22N+143%C2%B047'58.6%22E/@12.0586,143.7996,378710m/data=!3m1!1e3!4m5!3m4!1s0x0:0xa0d417d1eea638ae!8m2!3d12.0586!4d143.7996?hl=e",12.0586, 143.7996,5.0
3,2022-10-15 18:46:01+00:00,earthquakeBot," occurred 150.37mi ENE of Lospalos, Timor Leste. ","A 5.1 magnitude earthquake occurred 150.37mi ENE of Lospalos, Timor Leste. Details: https://t.co/H4VwTeJxpJ Map: https://t.co/Xy8zcTdO9D",Banda Sea,6Q4CMR6X+RC,"https://www.google.com/maps/place/7%C2%B020'16.4%22S+128%C2%B050'54.6%22E/@-7.3379,128.8485,384084m/data=!3m1!1e3!4m5!3m4!1s0x0:0x2783361c93153950!8m2!3d-7.3379!4d128.8485?hl=e",-7.3379, 128.8485,5.1
4,2022-10-15 03:00:01+00:00,earthquakeBot," occurred 98.18mi E of Neiafu, Tonga. ","A 5.2 magnitude earthquake occurred 98.18mi E of Neiafu, Tonga. Details: https://t.co/djNb4wQUfW Map: https://t.co/DVS1rvmO2v",South Pacific Ocean,52H95G32+CX,"https://www.google.com/maps/place/18%C2%B050'47.0%22S+172%C2%B029'51.4%22W/@-18.8464,-172.4976,366494m/data=!3m1!1e3!4m5!3m4!1s0x0:0x3f660f9142365da0!8m2!3d-18.8464!4d-172.4976?hl=e",-18.8464, -172.4976,5.2
5,2022-10-15 01:35:01+00:00,earthquakeBot," occurred 90.1mi SE of Kokopo, Papua New Guinea. ","A 5.1 magnitude earthquake occurred 90.1mi SE of Kokopo, Papua New Guinea. Details: https://t.co/NQ6Genw2ld Map: https://t.co/mcmyjsLYA3",Solomon Sea,6R6MJ4Q4+QQ,"https://www.google.com/maps/place/5%C2%B021'37.8%22S+153%C2%B006'25.2%22E/@-5.3605,153.107,385562m/data=!3m1!1e3!4m5!3m4!1s0x0:0x778a147e2ff40648!8m2!3d-5.3605!4d153.107?hl=e",-5.3605, 153.107,5.1
6,2022-10-15 00:33:02+00:00,earthquakeBot, occurred in South Sandwich Islands region. ,A 5.2 magnitude earthquake occurred in South Sandwich Islands region. Details: https://t.co/RpfLj8V7J6 Map: https://t.co/9iR2nxhFnS,South Atlantic Ocean,39GPW9VW+HR,"https://www.google.com/maps/place/59%C2%B003'22.0%22S+25%C2%B036'10.4%22W/@-59.0561,-25.6029,398252m/data=!3m1!1e3!4m5!3m4!1s0x0:0x8bb3c4ecbb05d9a4!8m2!3d-59.0561!4d-25.6029?hl=e",-59.0561, -25.6029,5.2
7,2022-10-14 21:31:01+00:00,earthquakeBot, occurred in east of the South Sandwich Islands. ,A 5.2 magnitude earthquake occurred in east of the South Sandwich Islands. Details: https://t.co/PByF9Jf2yw Map: https://t.co/uCBxe6wYt0,South Atlantic Ocean,3CF2943G+2X,"https://www.google.com/maps/place/60%C2%B038'50.6%22S+19%C2%B052'21.0%22W/@-60.6474,-19.8725,379652m/data=!3m1!1e3!4m5!3m4!1s0x0:0xb665eea4dcb2d582!8m2!3d-60.6474!4d-19.8725?hl=e",-60.6474, -19.8725,5.2
8,2022-10-14 20:30:01+00:00,earthquakeBot, occurred in southeast Indian Ridge. ,A 5.1 magnitude earthquake occurred in southeast Indian Ridge. Details: https://t.co/sQlHG6TSOT Map: https://t.co/uO8xvP5tA5,Indian Ocean,4M6QVQJJ+JG,"https://www.google.com/maps/place/45%C2%B007'06.2%22S+95%C2%B046'52.7%22E/@-45.1184,95.7813,273264m/data=!3m1!1e3!4m5!3m4!1s0x0:0x472f7bb8896f4448!8m2!3d-45.1184!4d95.7813?hl=e",-45.1184, 95.7813,5.1
9,2022-10-14 19:29:01+00:00,earthquakeBot," occurred 3.73mi W of Pāhala, Hawaii. ","A 5.0 magnitude earthquake occurred 3.73mi W of Pāhala, Hawaii. Details: https://t.co/dUhjV1M8GM Map: https://t.co/5uJoqtJWNs","Ka'u, HI","5FX4+529 Pahala, Hawaii","https://www.google.com/maps/place/19%C2%B011'52.4%22N+155%C2%B032'41.6%22W/@19.1979,-155.5449,365720m/data=!3m1!1e3!4m5!3m4!1s0x0:0xb5187bb58886bb46!8m2!3d19.1979!4d-155.5449?hl=e",19.1979, -155.5449,5.0
10,2022-10-14 19:12:01+00:00,earthquakeBot," occurred 4.35mi S of Pāhala, Hawaii. ","A 5.0 magnitude earthquake occurred 4.35mi S of Pāhala, Hawaii. Details: https://t.co/LDBbmBf2q9 Map: https://t.co/30YrWRBcuS","Hawaii County, HI","4GJ9+CJ2 Pahala, Hawaii","https://www.google.com/maps/place/19%C2%B007'51.6%22N+155%C2%B028'51.6%22W/@19.131,-155.481,365868m/data=!3m1!1e3!4m5!3m4!1s0x0:0xf97c59b71725b7cb!8m2!3d19.131!4d-155.481?hl=e",19.131, -155.481,5.0
11,2022-10-14 10:25:02+00:00,earthquakeBot, occurred in Fiji region. ,A 5.5 magnitude earthquake occurred in Fiji region. Details: https://t.co/Pcg2aTbF5Y Map: https://t.co/esyDj6oqdG,South Pacific Ocean,52F338G8+M8,"https://www.google.com/maps/place/20%C2%B055'23.9%22S+178%C2%B041'03.1%22W/@-20.9233,-178.6842,361720m/data=!3m1!1e3!4m5!3m4!1s0x0:0x90beb5cf0c4d83c!8m2!3d-20.9233!4d-178.6842?hl=e",-20.9233, -178.6842,5.5
12,2022-10-14 02:32:01+00:00,earthquakeBot," occurred in Kermadec Islands, New Zealand. ","A 5.0 magnitude earthquake occurred in Kermadec Islands, New Zealand. Details: https://t.co/rFn09EDcT6 Map: https://t.co/xzBE6XeLfo",South Pacific Ocean,42X4V8JC+PH,"https://www.google.com/maps/place/30%C2%B007'05.5%22S+177%C2%B040'43.0%22W/@-30.1182,-177.6786,334973m/data=!3m1!1e3!4m5!3m4!1s0x0:0x624e1d2b6b9390d7!8m2!3d-30.1182!4d-177.6786?hl=e",-30.1182, -177.6786,5.0
13,2022-10-13 22:40:02+00:00,earthquakeBot," occurred 93.83mi ESE of Kokopo, Papua New Guinea. ","A 6.4 magnitude earthquake occurred 93.83mi ESE of Kokopo, Papua New Guinea. Details: https://t.co/us8H7pxB0U Map: https://t.co/4FG7Mipj3z",South Pacific Ocean,6R7M6H44+GX,"https://www.google.com/maps/place/4%C2%B047'37.3%22S+153%C2%B033'26.6%22E/@-4.7937,153.5574,385901m/data=!3m1!1e3!4m5!3m4!1s0x0:0x42dc063a398fd944!8m2!3d-4.7937!4d153.5574?hl=e",-4.7937, 153.5574,6.4
