,date,user,region,tweet,location,location_2,map_url,lat,long,magnitude
1,2022-10-23 15:29:01+00:00,earthquakeBot," occurred 55.92mi WNW of Zangguy, China. ","A 5.0 magnitude earthquake occurred 55.92mi WNW of Zangguy, China. Details: https://t.co/uhGd6UCaPW Map: https://t.co/R3z32cfeDJ","Pishan County, Hotan Prefecture, Xinjiang, China",8J9VHRXF+GG,"https://www.google.com/maps/place/37%C2%B035'55.7%22N+77%C2%B049'25.7%22E/@37.5988,77.8238,306823m/data=!3m1!1e3!4m5!3m4!1s0x0:0x414a59a22a328634!8m2!3d37.5988!4d77.8238?hl=e",37.5988, 77.8238,5.0
2,2022-10-23 02:34:01+00:00,earthquakeBot," occurred 80.78mi NNE of Tobelo, Indonesia. ","A 5.1 magnitude earthquake occurred 80.78mi NNE of Tobelo, Indonesia. Details: https://t.co/hOMVE2yd7V Map: https://t.co/jlegKtTUPP",Philippine Sea,"QH6F+74F Cendana, Morotai Island Regency, North Maluku, Indonesia","https://www.google.com/maps/place/2%C2%B045'38.5%22N+128%C2%B034'22.1%22E/@2.7607,128.5728,386806m/data=!3m1!1e3!4m5!3m4!1s0x0:0xfb50e549d09d7063!8m2!3d2.7607!4d128.5728?hl=e",2.7607, 128.5728,5.1
3,2022-10-23 02:23:02+00:00,earthquakeBot," occurred 35.42mi NNE of Calama, Chile. ","A 5.1 magnitude earthquake occurred 35.42mi NNE of Calama, Chile. Details: https://t.co/Th1oyyAE72 Map: https://t.co/oUv4aVVA6b","Calama, Antofagasta, Chile","27P2+WHC Conchi Viejo, Calama, Chile","https://www.google.com/maps/place/21%C2%B057'45.7%22S+68%C2%B044'55.0%22W/@-21.9627,-68.7486,359151m/data=!3m1!1e3!4m5!3m4!1s0x0:0xa27c9c195b3ecd6f!8m2!3d-21.9627!4d-68.7486?hl=e",-21.9627, -68.7486,5.1
4,2022-10-23 00:12:01+00:00,earthquakeBot," occurred in eastern New Guinea region, Papua New Guinea. ","A 5.1 magnitude earthquake occurred in eastern New Guinea region, Papua New Guinea. Details: https://t.co/Yfd4RBpkNs Map: https://t.co/xbnSAgCeA5","Vitiaz Strait, Papua New Guinea","6237+C2Q Malasanga, Papua New Guinea","https://www.google.com/maps/place/5%C2%B047'47.0%22S+147%C2%B000'45.4%22E/@-5.7964,147.0126,385275m/data=!3m1!1e3!4m5!3m4!1s0x0:0xf6cfe3ae9d3323!8m2!3d-5.7964!4d147.0126?hl=e",-5.7964, 147.0126,5.1
5,2022-10-22 22:01:01+00:00,earthquakeBot," occurred 114.33mi SE of Hihifo, Tonga. ","A 5.0 magnitude earthquake occurred 114.33mi SE of Hihifo, Tonga. Details: https://t.co/0LUhDz6zJe Map: https://t.co/xvYXrxYTQ5",South Pacific Ocean,52J9RCQ2+3Q,"https://www.google.com/maps/place/17%C2%B009'44.3%22S+172%C2%B035'53.2%22W/@-17.1623,-172.5981,370012m/data=!3m1!1e3!4m5!3m4!1s0x0:0x3f578e80c9c9f014!8m2!3d-17.1623!4d-172.5981?hl=e",-17.1623, -172.5981,5.0
6,2022-10-22 19:58:01+00:00,earthquakeBot," occurred 34.18mi NNE of Finschhafen, Papua New Guinea. ","A 5.0 magnitude earthquake occurred 34.18mi NNE of Finschhafen, Papua New Guinea. Details: https://t.co/Zk2usLClOI Map: https://t.co/szH2jIAaSm",Solomon Sea,6R5CV469+H5,"https://www.google.com/maps/place/6%C2%B008'19.0%22S+148%C2%B007'04.8%22E/@-6.1386,148.118,385035m/data=!3m1!1e3!4m5!3m4!1s0x0:0xe3d5d826937e49df!8m2!3d-6.1386!4d148.118?hl=e",-6.1386, 148.118,5.0
7,2022-10-22 12:30:01+00:00,earthquakeBot," occurred 127.38mi NE of Kuril’sk, Russia. ","A 5.0 magnitude earthquake occurred 127.38mi NE of Kuril’sk, Russia. Details: https://t.co/4Eg14W7HHp Map: https://t.co/t82MOfvKyo",Sea of Okhotsk,8RRFCVQH+6H,"https://www.google.com/maps/place/46%C2%B026'17.2%22N+149%C2%B052'44.0%22E/@46.4381,149.8789,266872m/data=!3m1!1e3!4m5!3m4!1s0x0:0x12571efd735156f3!8m2!3d46.4381!4d149.8789?hl=e",46.4381, 149.8789,5.0
8,2022-10-22 05:37:01+00:00,earthquakeBot," occurred 26.1mi SSE of Kangding, China. ","A 5.3 magnitude earthquake occurred 26.1mi SSE of Kangding, China. Details: https://t.co/dEhNTewoBA Map: https://t.co/m2ZtF8XFmb","Luding County, Garzê Tibetan Autonomous Prefecture, Sichuan, China","J3JG+7QC Luding County, Garzê Tibetan Autonomous Prefecture, Sichuan, China","https://www.google.com/maps/place/29%C2%B037'50.5%22N+102%C2%B004'36.8%22E/@29.6307,102.0769,336614m/data=!3m1!1e3!4m5!3m4!1s0x0:0x29043c6dde6857f3!8m2!3d29.6307!4d102.0769?hl=e",29.6307, 102.0769,5.3
9,2022-10-21 09:39:01+00:00,earthquakeBot, occurred in Tonga. ,A 5.2 magnitude earthquake occurred in Tonga. Details: https://t.co/P9iIDxoWZR Map: https://t.co/8gLxSpGV9K,Tonga,52G728J2+M2,"https://www.google.com/maps/place/19%C2%B058'05.9%22S+174%C2%B042'00.0%22W/@-19.9683,-174.7,363974m/data=!3m1!1e3!4m5!3m4!1s0x0:0x462bcf860e289f8f!8m2!3d-19.9683!4d-174.7?hl=e",-19.9683, -174.7,5.2
10,2022-10-21 02:42:01+00:00,earthquakeBot, occurred in Southwest Indian Ridge. ,A 5.0 magnitude earthquake occurred in Southwest Indian Ridge. Details: https://t.co/uWgMn3WF5x Map: https://t.co/Y0N0vK24Ra,Indian Ocean,4HWWWQ23+3V,"https://www.google.com/maps/place/31%C2%B005'59.3%22S+58%C2%B045'16.9%22E/@-31.0998,58.7547,331595m/data=!3m1!1e3!4m5!3m4!1s0x0:0x2ef6d0c76b411fb3!8m2!3d-31.0998!4d58.7547?hl=e",-31.0998, 58.7547,5.0
