,date,user,region,tweet,location,location_2,map_url,lat,long,magnitude
1,2022-09-17 15:02:01+00:00,earthquakeBot," occurred 49.09mi ESE of Yujing, Taiwan. ","A 5.5 magnitude earthquake occurred 49.09mi ESE of Yujing, Taiwan. Details: https://t.co/kVOTZTcpFx Map: https://t.co/lorJxbxrVv","959, Taiwan, Taitung County, Donghe Township, 尚德村","X6C8+J5Q Donghe Township, Taitung County, Taiwan","https://www.google.com/maps/place/22%C2%B058'17.8%22N+121%C2%B012'55.8%22E/@22.9716,121.2155,356545m/data=!3m1!1e3!4m5!3m4!1s0x0:0x88d271d16623820c!8m2!3d22.9716!4d121.2155?hl=e",22.9716, 121.2155,5.5
2,2022-09-17 14:53:01+00:00,earthquakeBot," occurred 49.09mi E of Yujing, Taiwan. ","A 5.1 magnitude earthquake occurred 49.09mi E of Yujing, Taiwan. Details: https://t.co/rabZQG6vUL Map: https://t.co/9o8mrQWNPz","958, Taiwan, Taitung County, Chishang Township, 錦園村","36QR+JFW Chishang Township, Taitung County, Taiwan","https://www.google.com/maps/place/23%C2%B005'20.8%22N+121%C2%B014'28.3%22E/@23.0891,121.2412,356235m/data=!3m1!1e3!4m5!3m4!1s0x0:0xc4dff0fce60a6dad!8m2!3d23.0891!4d121.2412?hl=e",23.0891, 121.2412,5.1
4,2022-09-17 13:59:01+00:00,earthquakeBot," occurred 64.62mi E of Iquique, Chile. ","A 5.1 magnitude earthquake occurred 64.62mi E of Iquique, Chile. Details: https://t.co/M5LswwLw8M Map: https://t.co/k1BEEfskXc","Pozo Almonte, Tarapacá, Chile","RR9W+P56 Macaya, Pozo Almonte, Chile","https://www.google.com/maps/place/20%C2%B010'50.5%22S+69%C2%B009'16.6%22W/@-20.1807,-69.1546,363482m/data=!3m1!1e3!4m5!3m4!1s0x0:0x62accf1b0d6c8536!8m2!3d-20.1807!4d-69.1546?hl=e",-20.1807, -69.1546,5.1
5,2022-09-17 13:52:01+00:00,earthquakeBot," occurred 47.22mi E of Yujing, Taiwan. ","A 6.6 magnitude earthquake occurred 47.22mi E of Yujing, Taiwan. Details: https://t.co/zONmNQgM5J Map: https://t.co/ymlGcOKnJ4","955, Taiwan, Taitung County, Luye Township, 瑞和村","252X+2X5 Luye Township, Taitung County, Taiwan","https://www.google.com/maps/place/23%C2%B000'00.0%22N+121%C2%B012'00.0%22E/@23,121.2,356470m/data=!3m1!1e3!4m5!3m4!1s0x0:0x8e57a1558dcc849!8m2!3d23!4d121.2?hl=e",23, 121.2,6.6
6,2022-09-17 06:43:01+00:00,earthquakeBot," occurred 79.54mi SW of Labuan, Indonesia. ","A 5.1 magnitude earthquake occurred 79.54mi SW of Labuan, Indonesia. Details: https://t.co/aTOOzmKhax Map: https://t.co/wW6HTBkdIb",Indian Ocean,6P47P3MH+XQ,"https://www.google.com/maps/place/7%C2%B015'54.0%22S+105%C2%B004'45.8%22E/@-7.265,105.0794,384146m/data=!3m1!1e3!4m5!3m4!1s0x0:0xb0948e18b2447d69!8m2!3d-7.265!4d105.0794?hl=e",-7.265, 105.0794,5.1
7,2022-09-17 05:44:01+00:00,earthquakeBot, occurred in south of Africa. ,A 5.2 magnitude earthquake occurred in south of Africa. Details: https://t.co/kkYjoTXhzZ Map: https://t.co/O1MAA3P6Af,Indian Ocean,3GV77P86+WM,"https://www.google.com/maps/place/52%C2%B043'57.7%22S+25%C2%B042'42.1%22E/@-52.7327,25.7117,234496m/data=!3m1!1e3!4m5!3m4!1s0x0:0x5e76d3c229b1dadd!8m2!3d-52.7327!4d25.7117?hl=e",-52.7327, 25.7117,5.2
8,2022-09-17 00:27:01+00:00,earthquakeBot," occurred in Kermadec Islands, New Zealand. ","A 5.3 magnitude earthquake occurred in Kermadec Islands, New Zealand. Details: https://t.co/fUXCi6Glhq Map: https://t.co/rQKmzbU15V",South Pacific Ocean,42X4W36J+CH,"https://www.google.com/maps/place/30%C2%B005'20.4%22S+177%C2%B055'07.0%22W/@-30.089,-177.9186,335072m/data=!3m1!1e3!4m5!3m4!1s0x0:0x68ed00bf8db31a86!8m2!3d-30.089!4d-177.9186?hl=e",-30.089, -177.9186,5.3
9,2022-09-17 00:16:01+00:00,earthquakeBot, occurred in southeast of the Loyalty Islands. ,A 5.5 magnitude earthquake occurred in southeast of the Loyalty Islands. Details: https://t.co/oykZbnoNUO Map: https://t.co/HMUJctHHHy,South Pacific Ocean,5V9GJQQJ+8X,"https://www.google.com/maps/place/22%C2%B021'42.1%22S+170%C2%B046'56.6%22E/@-22.3617,170.7824,358134m/data=!3m1!1e3!4m5!3m4!1s0x0:0x50f9e3062042d037!8m2!3d-22.3617!4d170.7824?hl=e",-22.3617, 170.7824,5.5
10,2022-09-16 16:37:01+00:00,earthquakeBot," occurred in New Britain region, Papua New Guinea. ","A 5.2 magnitude earthquake occurred in New Britain region, Papua New Guinea. Details: https://t.co/UwmpsnZNk4 Map: https://t.co/RNTRZcND7T",Bismarck Sea,"H569+CXJ Alairo, Papua New Guinea","https://www.google.com/maps/place/5%C2%B026'20.0%22S+148%C2%B010'11.6%22E/@-5.4389,148.1699,385512m/data=!3m1!1e3!4m5!3m4!1s0x0:0xe7850d2221131ff9!8m2!3d-5.4389!4d148.1699?hl=e",-5.4389, 148.1699,5.2
11,2022-09-16 04:57:01+00:00,earthquakeBot," occurred 150.99mi NNE of Fais, Micronesia. ","A 5.1 magnitude earthquake occurred 150.99mi NNE of Fais, Micronesia. Details: https://t.co/hK9Prpdyut Map: https://t.co/28sw3dsuLa",Philippine Sea,7R33V55V+WP,"https://www.google.com/maps/place/11%C2%B051'35.3%22N+141%C2%B011'39.5%22E/@11.8598,141.1943,378989m/data=!3m1!1e3!4m5!3m4!1s0x0:0x2d48962c824245cf!8m2!3d11.8598!4d141.1943?hl=e",11.8598, 141.1943,5.1
