,date,user,region,tweet,location,location_2,map_url,lat,long,magnitude
22,2022-11-09 10:02:01+00:00,earthquakeBot, occurred in south of the Fiji Islands. ,A 7.0 magnitude earthquake occurred in south of the Fiji Islands. Details: https://t.co/vyj2Cvvzct Map: https://t.co/oZwpVN7I2a,South Pacific Ocean,5V5WWJ24+9Q,"https://www.google.com/maps/place/26%C2%B005'56.4%22S+178%C2%B036'25.2%22E/@-26.099,178.607,347769m/data=!3m1!1e3!4m4!3m3!8m2!3d-26.099!4d178.607?hl=e",-26.099, 178.607,7.0
23,2022-11-09 09:47:02+00:00,earthquakeBot, occurred in south of the Fiji Islands. ,A 6.7 magnitude earthquake occurred in south of the Fiji Islands. Details: https://t.co/Lb9b5uagEG Map: https://t.co/2qO93gObIv,South Pacific Ocean,5V5WXH7H+6H,"https://www.google.com/maps/place/26%C2%B002'13.2%22S+178%C2%B034'44.4%22E/@-26.037,178.579,347953m/data=!3m1!1e3!4m4!3m3!8m2!3d-26.037!4d178.579?hl=e",-26.037, 178.579,6.7
24,2022-11-09 09:02:01+00:00,earthquakeBot," occurred 3.73mi WSW of Tsukuba, Japan. ","A 5.0 magnitude earthquake occurred 3.73mi WSW of Tsukuba, Japan. Details: https://t.co/t2DA4xwB4b Map: https://t.co/s57Dlq4369","Tsukuriya, Tsukuba, Ibaraki 300-4204, Japan","52FM+G66 Tsukuba, Ibaraki, Japan","https://www.google.com/maps/place/36%C2%B010'25.7%22N+140%C2%B001'58.8%22E/@36.1738,140.033,312604m/data=!3m1!1e3!4m4!3m3!8m2!3d36.1738!4d140.033?hl=e",36.1738, 140.033,5.0
25,2022-11-09 08:26:02+00:00,earthquakeBot," occurred 54.06mi E of Yujing, Taiwan. ","A 5.0 magnitude earthquake occurred 54.06mi E of Yujing, Taiwan. Details: https://t.co/UqEGQylPX9 Map: https://t.co/3wxnjeu1Gj","961, Taiwan, Taitung County, Chenggong Township, 信義里","28C5+25Q Chenggong Township, Taitung County, Taiwan","https://www.google.com/maps/place/23%C2%B001'12.4%22N+121%C2%B018'28.8%22E/@23.0201,121.308,356417m/data=!3m1!1e3!4m4!3m3!8m2!3d23.0201!4d121.308?hl=e",23.0201, 121.308,5.0
26,2022-11-09 06:27:01+00:00,earthquakeBot," occurred 13.67mi NE of Marotta, Italy. ","A 5.6 magnitude earthquake occurred 13.67mi NE of Marotta, Italy. Details: https://t.co/W9ke7E56iL Map: https://t.co/FFWSzuguYR",Mediterranean Sea,8FMMW8H5+VW,"https://www.google.com/maps/place/43%C2%B055'46.9%22N+13%C2%B018'35.3%22E/@43.9297,13.3098,278898m/data=!3m1!1e3!4m4!3m3!8m2!3d43.9297!4d13.3098?hl=e",43.9297, 13.3098,5.6
27,2022-11-09 01:41:01+00:00,earthquakeBot," occurred 18.64mi ESE of Papayal, Peru. ","A 5.1 magnitude earthquake occurred 18.64mi ESE of Papayal, Peru. Details: https://t.co/40tHTuObgS Map: https://t.co/ZqBasBdSI7",South America,"QFHX+R9R Cerro Prieto, Peru","https://www.google.com/maps/place/4%C2%B013'13.4%22S+80%C2%B030'05.8%22W/@-4.2204,-80.5016,386205m/data=!3m1!1e3!4m4!3m3!8m2!3d-4.2204!4d-80.5016?hl=e",-4.2204, -80.5016,5.1
28,2022-11-08 20:48:01+00:00,earthquakeBot," occurred 13.05mi E of Dipayal, Nepal. ","A 5.6 magnitude earthquake occurred 13.05mi E of Dipayal, Nepal. Details: https://t.co/ucrJP0QHvp Map: https://t.co/dTSEAIhcCD","Sanphebagar, 10700, Nepal","75W6+H6X Sanfebagar, Nepal","https://www.google.com/maps/place/29%C2%B017'47.4%22N+81%C2%B009'38.2%22E/@29.2965,81.1606,337725m/data=!3m1!1e3!4m4!3m3!8m2!3d29.2965!4d81.1606?hl=e",29.2965, 81.1606,5.6
31,2022-11-08 14:50:01+00:00,earthquakeBot," occurred 0mi WSW of Tikiw, Philippines. ","A 5.3 magnitude earthquake occurred 0mi WSW of Tikiw, Philippines. Details: https://t.co/8rE7EkfrEd Map: https://t.co/iekGLK8uU8","Tikiw, San Antonio, Nueva Ecija, Philippines","8V66+QC5 San Antonio, Nueva Ecija, Philippines","https://www.google.com/maps/place/15%C2%B018'42.8%22N+120%C2%B051'40.0%22E/@15.3119,120.8611,373509m/data=!3m1!1e3!4m4!3m3!8m2!3d15.3119!4d120.8611?hl=e",15.3119, 120.8611,5.3
32,2022-11-08 11:55:01+00:00,earthquakeBot," occurred 36.04mi NNE of Puerto Padre, Cuba. ","A 5.0 magnitude earthquake occurred 36.04mi NNE of Puerto Padre, Cuba. Details: https://t.co/sMHS8VqDGy Map: https://t.co/Tf4yj6f8m3",North Atlantic Ocean,77H5PG76+2C,"https://www.google.com/maps/place/21%C2%B042'45.0%22N+76%C2%B029'20.4%22W/@21.7125,-76.489,359780m/data=!3m1!1e3!4m4!3m3!8m2!3d21.7125!4d-76.489?hl=e",21.7125, -76.489,5.0
33,2022-11-08 09:04:01+00:00,earthquakeBot," occurred 3.11mi NNW of Buin, Chile. ","A 5.0 magnitude earthquake occurred 3.11mi NNW of Buin, Chile. Details: https://t.co/k9vseQQpq9 Map: https://t.co/KmOJ4nWpvh","San Bernardo, Santiago Metropolitan Region, Chile","865G+C9Q San Bernardo, Chile","https://www.google.com/maps/place/33%C2%B041'29.0%22S+70%C2%B046'26.4%22W/@-33.6914,-70.774,322211m/data=!3m1!1e3!4m4!3m3!8m2!3d-33.6914!4d-70.774?hl=e",-33.6914, -70.774,5.0
34,2022-11-08 01:45:01+00:00,earthquakeBot," occurred 102.53mi SSW of Port-Vila, Vanuatu. ","A 5.2 magnitude earthquake occurred 102.53mi SSW of Port-Vila, Vanuatu. Details: https://t.co/QlQzOQeyGa Map: https://t.co/BTol5KjFm5",Coral Sea,5VG9VMXG+W8,"https://www.google.com/maps/place/19%C2%B006'00.7%22S+167%C2%B040'32.9%22E/@-19.1002,167.6758,365936m/data=!3m1!1e3!4m4!3m3!8m2!3d-19.1002!4d167.6758?hl=e",-19.1002, 167.6758,5.2
37,2022-11-07 11:16:01+00:00,earthquakeBot," occurred 65.87mi SE of Vilyuchinsk, Russia. ","A 5.0 magnitude earthquake occurred 65.87mi SE of Vilyuchinsk, Russia. Details: https://t.co/eluxK7vZRY Map: https://t.co/5nnakNN1pL",Pacific Ocean,9R4X7HC3+VW,"https://www.google.com/maps/place/52%C2%B016'19.9%22N+159%C2%B033'17.3%22E/@52.2722,159.5548,236966m/data=!3m1!1e3!4m4!3m3!8m2!3d52.2722!4d159.5548?hl=e",52.2722, 159.5548,5.0
38,2022-11-07 07:42:01+00:00,earthquakeBot," occurred 74.56mi SE of Vilyuchinsk, Russia. ","A 5.0 magnitude earthquake occurred 74.56mi SE of Vilyuchinsk, Russia. Details: https://t.co/RMHzsZdPfg Map: https://t.co/ZteM65XRC7",Pacific Ocean,9R4X4HHQ+7X,"https://www.google.com/maps/place/52%C2%B007'41.5%22N+159%C2%B035'23.6%22E/@52.1282,159.5899,237735m/data=!3m1!1e3!4m4!3m3!8m2!3d52.1282!4d159.5899?hl=e",52.1282, 159.5899,5.0
39,2022-11-07 05:53:01+00:00,earthquakeBot," occurred 28.58mi N of Namuac, Philippines. ","A 5.2 magnitude earthquake occurred 28.58mi N of Namuac, Philippines. Details: https://t.co/0uDIYU0jFY Map: https://t.co/27ex89h6LJ",South China Sea,7QF325JR+7Q,"https://www.google.com/maps/place/19%C2%B001'50.5%22N+121%C2%B011'30.8%22E/@19.0307,121.1919,366090m/data=!3m1!1e3!4m4!3m3!8m2!3d19.0307!4d121.1919?hl=e",19.0307, 121.1919,5.2
40,2022-11-07 03:45:01+00:00,earthquakeBot," occurred 19.88mi ENE of Jurm, Afghanistan. ","A 5.4 magnitude earthquake occurred 19.88mi ENE of Jurm, Afghanistan. Details: https://t.co/XWilfCYKyx Map: https://t.co/cgI0MHPEdm","Baharak, Afghanistan","249W+CCJ Baharak, Afghanistan","https://www.google.com/maps/place/37%C2%B001'07.0%22N+71%C2%B008'45.6%22E/@37.0186,71.146,309200m/data=!3m1!1e3!4m4!3m3!8m2!3d37.0186!4d71.146?hl=e",37.0186, 71.146,5.4
42,2022-11-06 19:23:01+00:00,earthquakeBot, occurred in South Sandwich Islands region. ,A 5.1 magnitude earthquake occurred in South Sandwich Islands region. Details: https://t.co/sTFNPrumYk Map: https://t.co/RO1p4FyHX0,South Atlantic Ocean,39FP9PCV+FV,"https://www.google.com/maps/place/60%C2%B037'43.7%22S+25%C2%B015'19.1%22W/@-60.6288,-25.2553,379871m/data=!3m1!1e3!4m4!3m3!8m2!3d-60.6288!4d-25.2553?hl=e",-60.6288, -25.2553,5.1
43,2022-11-06 10:07:02+00:00,earthquakeBot," occurred 42.25mi SE of Adak, Alaska. ","A 5.1 magnitude earthquake occurred 42.25mi SE of Adak, Alaska. Details: https://t.co/Rf9AHAYtyk Map: https://t.co/3ptKZPn1sI",North Pacific Ocean,9236C2FJ+6C,"https://www.google.com/maps/place/51%C2%B025'22.8%22N+175%C2%B058'08.4%22W/@51.423,-175.969,241479m/data=!3m1!1e3!4m4!3m3!8m2!3d51.423!4d-175.969?hl=e",51.423, -175.969,5.1
44,2022-11-06 07:29:01+00:00,earthquakeBot," occurred 3.73mi S of Chipispaya, Peru. ","A 5.0 magnitude earthquake occurred 3.73mi S of Chipispaya, Peru. Details: https://t.co/WN4aTgfx5R Map: https://t.co/5G7Q0ATFIA","Chucatamani, 23240, Peru","CQQR+R9J Chipispaya, Peru","https://www.google.com/maps/place/17%C2%B033'37.4%22S+70%C2%B012'32.8%22W/@-17.5604,-70.2091,369209m/data=!3m1!1e3!4m4!3m3!8m2!3d-17.5604!4d-70.2091?hl=e",-17.5604, -70.2091,5.0
45,2022-11-06 04:45:01+00:00,earthquakeBot," occurred 42.25mi SSE of Shikotan, Russia. ","A 5.2 magnitude earthquake occurred 42.25mi SSE of Shikotan, Russia. Details: https://t.co/nHQTzDylVO Map: https://t.co/38Q8hTEFoN",North Pacific Ocean,8RM85VVR+9J,"https://www.google.com/maps/place/43%C2%B011'36.2%22N+146%C2%B053'29.8%22E/@43.1934,146.8916,282328m/data=!3m1!1e3!4m4!3m3!8m2!3d43.1934!4d146.8916?hl=e",43.1934, 146.8916,5.2
46,2022-11-06 04:09:02+00:00,earthquakeBot, occurred in southern Mid-Atlantic Ridge. ,A 5.2 magnitude earthquake occurred in southern Mid-Atlantic Ridge. Details: https://t.co/mpYYrG2h7S Map: https://t.co/fFrrVvBGNf,South Atlantic Ocean,5CJ87WJJ+XQ,"https://www.google.com/maps/place/17%C2%B043'03.0%22S+13%C2%B004'05.2%22W/@-17.7175,-13.0681,368887m/data=!3m1!1e3!4m4!3m3!8m2!3d-17.7175!4d-13.0681?hl=e",-17.7175, -13.0681,5.2
47,2022-11-06 00:22:01+00:00,earthquakeBot," occurred 72.7mi N of Manado, Indonesia. ","A 5.6 magnitude earthquake occurred 72.7mi N of Manado, Indonesia. Details: https://t.co/i2alttXbn2 Map: https://t.co/p8mLxCj1Cu",Celebes Sea,6QJ6GMJ4+2M,"https://www.google.com/maps/place/2%C2%B031'48.4%22N+124%C2%B039'24.1%22E/@2.5301,124.6567,386878m/data=!3m1!1e3!4m4!3m3!8m2!3d2.5301!4d124.6567?hl=e",2.5301, 124.6567,5.6
