,date,user,region,tweet,location,location_2,map_url,lat,long,magnitude
12,2022-11-18 08:52:01+00:00,earthquakeBot," occurred 45.98mi E of Petropavlovsk-Kamchatsky, Russia. ","A 5.0 magnitude earthquake occurred 45.98mi E of Petropavlovsk-Kamchatsky, Russia. Details: https://t.co/3jaKn7TyQ5 Map: https://t.co/N68lJHDJMA","Avachinskiy Zaliv, Russia",9R5X5P2P+GC,"https://www.google.com/maps/place/53%C2%B009'04.7%22N+159%C2%B044'10.0%22E/@53.1513,159.7361,232239m/data=!3m1!1e3!4m5!3m4!1s0x0:0x3135788e00ed0ac0!8m2!3d53.1513!4d159.7361?hl=e",53.1513, 159.7361,5.0
13,2022-11-18 06:55:01+00:00,earthquakeBot," occurred in Kermadec Islands, New Zealand. ","A 5.3 magnitude earthquake occurred in Kermadec Islands, New Zealand. Details: https://t.co/P0L9dYIH2c Map: https://t.co/9xrqwro8ib",South Pacific Ocean,52246CRG+6J,"https://www.google.com/maps/place/29%C2%B045'33.8%22S+177%C2%B034'24.6%22W/@-29.7594,-177.5735,336183m/data=!3m1!1e3!4m5!3m4!1s0x0:0x7c2d29cd6e9329b4!8m2!3d-29.7594!4d-177.5735?hl=e",-29.7594, -177.5735,5.3
14,2022-11-18 01:30:02+00:00,earthquakeBot," occurred 131.73mi WSW of Lata, Solomon Islands. ","A 5.0 magnitude earthquake occurred 131.73mi WSW of Lata, Solomon Islands. Details: https://t.co/ozvoc22Sap Map: https://t.co/xsQ89ojoI2",Coral Sea,5VW5MXG3+X3,"https://www.google.com/maps/place/11%C2%B019'21.0%22S+163%C2%B057'09.7%22E/@-11.3225,163.9527,379718m/data=!3m1!1e3!4m5!3m4!1s0x0:0xb25399f389f740fc!8m2!3d-11.3225!4d163.9527?hl=e",-11.3225, 163.9527,5.0
16,2022-11-18 00:06:06+00:00,earthquakeBot," occurred 4.35mi W of Point MacKenzie, Alaska. ","A 5.0 magnitude earthquake occurred 4.35mi W of Point MacKenzie, Alaska. Details: https://t.co/N9kwG7WCBN Map: https://t.co/HgB9keZhPV","Point MacKenzie, AK 99654","9V5P+R6X Point MacKenzie, Alaska","https://www.google.com/maps/place/61%C2%B021'34.6%22N+150%C2%B006'51.8%22W/@61.3596,-150.1144,371231m/data=!3m1!1e3!4m5!3m4!1s0x0:0x7de172229bfd9a3f!8m2!3d61.3596!4d-150.1144?hl=e",61.3596, -150.1144,5.0
17,2022-11-17 14:19:02+00:00,earthquakeBot," occurred 35.42mi NE of Bandar-e Lengeh, Iran. ","A 5.2 magnitude earthquake occurred 35.42mi NE of Bandar-e Lengeh, Iran. Details: https://t.co/SPMQTbaeBL Map: https://t.co/O8kJqdGes4","Hormozgan Province, Iran","X6CJ+2CX Pishakan, Hormozgan Province, Iran","https://www.google.com/maps/place/26%C2%B058'12.4%22N+55%C2%B013'52.0%22E/@26.9701,55.2311,345139m/data=!3m1!1e3!4m5!3m4!1s0x0:0x57229cffa53b1a8a!8m2!3d26.9701!4d55.2311?hl=e",26.9701, 55.2311,5.2
19,2022-11-17 11:40:02+00:00,earthquakeBot," occurred 158.45mi ESE of Tadine, New Caledonia. ","A 5.4 magnitude earthquake occurred 158.45mi ESE of Tadine, New Caledonia. Details: https://t.co/ILlZUEsgAN Map: https://t.co/NqHjqXgnF3",South Pacific Ocean,5V9GM673+2R,"https://www.google.com/maps/place/22%C2%B020'14.6%22S+170%C2%B012'16.6%22E/@-22.3374,170.2046,358196m/data=!3m1!1e3!4m5!3m4!1s0x0:0xd9d24eb9a055ea5b!8m2!3d-22.3374!4d170.2046?hl=e",-22.3374, 170.2046,5.4
20,2022-11-17 07:14:02+00:00,earthquakeBot," occurred 119.3mi ESE of Kokopo, Papua New Guinea. ","A 5.1 magnitude earthquake occurred 119.3mi ESE of Kokopo, Papua New Guinea. Details: https://t.co/H78KmA1thW Map: https://t.co/NDYvNvMm39",Solomon Sea,6R6MRRW2+FC,"https://www.google.com/maps/place/5%C2%B009'13.7%22S+153%C2%B048'04.0%22E/@-5.1538,153.8011,385690m/data=!3m1!1e3!4m5!3m4!1s0x0:0x29381929dfebb8b3!8m2!3d-5.1538!4d153.8011?hl=e",-5.1538, 153.8011,5.1
22,2022-11-17 04:40:02+00:00,earthquakeBot, occurred in Ecuador. ,A 5.2 magnitude earthquake occurred in Ecuador. Details: https://t.co/Dn0XpjWyre Map: https://t.co/HyORpprMTX,"Pablo Sexto, Ecuador","4W8W+5JR Huamboya, Ecuador","https://www.google.com/maps/place/1%C2%B053'04.2%22S+78%C2%B003'12.6%22W/@-1.8845,-78.0535,387046m/data=!3m1!1e3!4m5!3m4!1s0x0:0xfc8e584872c8575f!8m2!3d-1.8845!4d-78.0535?hl=e",-1.8845, -78.0535,5.2
23,2022-11-17 00:49:01+00:00,earthquakeBot," occurred 49.71mi ENE of Hachinohe, Japan. ","A 5.1 magnitude earthquake occurred 49.71mi ENE of Hachinohe, Japan. Details: https://t.co/wC3ryVZlo5 Map: https://t.co/ciDG7kFHkz",North Pacific Ocean,8RG4Q9PG+WH,"https://www.google.com/maps/place/40%C2%B047'14.3%22N+142%C2%B022'35.0%22E/@40.7873,142.3764,293207m/data=!3m1!1e3!4m5!3m4!1s0x0:0x4a13d77ee595e16a!8m2!3d40.7873!4d142.3764?hl=e",40.7873, 142.3764,5.1
24,2022-11-16 22:45:02+00:00,earthquakeBot," occurred 86.99mi SE of Lata, Solomon Islands. ","A 5.9 magnitude earthquake occurred 86.99mi SE of Lata, Solomon Islands. Details: https://t.co/Mv3JVYeUl2 Map: https://t.co/9JvXSwIIr9",Coral Sea,5VW87JQ6+49,"https://www.google.com/maps/place/11%C2%B042'43.9%22S+166%C2%B036'39.2%22E/@-11.7122,166.6109,379193m/data=!3m1!1e3!4m5!3m4!1s0x0:0x5620bb00d88e39ed!8m2!3d-11.7122!4d166.6109?hl=e",-11.7122, 166.6109,5.9
29,2022-11-16 21:43:02+00:00,earthquakeBot," occurred 25.48mi NNW of Toyah, Texas. ","A 5.3 magnitude earthquake occurred 25.48mi NNW of Toyah, Texas. Details: https://t.co/GFQCP6gwAh Map: https://t.co/kVfBO3keyX","Pecos-Barstow-Toyah Independent School District, TX",853QJXGF+X9,"https://www.google.com/maps/place/31%C2%B037'38.6%22N+104%C2%B001'35.8%22W/@31.6274,-104.0266,329739m/data=!3m1!1e3!4m5!3m4!1s0x0:0xd0cd8956de862d5d!8m2!3d31.6274!4d-104.0266?hl=e",31.6274, -104.0266,5.3
30,2022-11-16 09:41:01+00:00,earthquakeBot," occurred in southern Sumatra, Indonesia. ","A 5.1 magnitude earthquake occurred in southern Sumatra, Indonesia. Details: https://t.co/dGgjmP3Xi2 Map: https://t.co/Hu108dtJv8",Indian Ocean,"M934+74F Kaana, North Bengkulu Regency, Bengkulu, Indonesia","https://www.google.com/maps/place/5%C2%B020'48.5%22S+102%C2%B021'19.1%22E/@-5.3468,102.3553,385570m/data=!3m1!1e3!4m5!3m4!1s0x0:0xa22154845e637158!8m2!3d-5.3468!4d102.3553?hl=e",-5.3468, 102.3553,5.1
31,2022-11-16 06:22:01+00:00,earthquakeBot," occurred 121.79mi WSW of Bengkulu, Indonesia. ","A 5.5 magnitude earthquake occurred 121.79mi WSW of Bengkulu, Indonesia. Details: https://t.co/g2AC5xYtq3 Map: https://t.co/r92An8hwLx",Indian Ocean,6P727Q3C+CJ,"https://www.google.com/maps/place/4%C2%B044'47.0%22S+100%C2%B046'17.4%22E/@-4.7464,100.7715,385927m/data=!3m1!1e3!4m5!3m4!1s0x0:0x146a2b264a222d58!8m2!3d-4.7464!4d100.7715?hl=e",-4.7464, 100.7715,5.5
32,2022-11-15 21:38:01+00:00,earthquakeBot, occurred in South Sandwich Islands region. ,A 5.2 magnitude earthquake occurred in South Sandwich Islands region. Details: https://t.co/rJ0ymFpHbW Map: https://t.co/8oEiU72chD,South Atlantic Ocean,39GM6VJC+PF,"https://www.google.com/maps/place/59%C2%B046'05.5%22S+26%C2%B007'43.7%22W/@-59.7682,-26.1288,389966m/data=!3m1!1e3!4m5!3m4!1s0x0:0x9197c70c61a5f8e5!8m2!3d-59.7682!4d-26.1288?hl=e",-59.7682, -26.1288,5.2
33,2022-11-15 21:34:02+00:00,earthquakeBot, occurred in south of Australia. ,A 5.0 magnitude earthquake occurred in south of Australia. Details: https://t.co/HyUP3T175p Map: https://t.co/H4MLbUY7qr,Indian Ocean,4Q965HRJ+M7,"https://www.google.com/maps/place/42%C2%B048'29.9%22S+124%C2%B034'50.5%22E/@-42.8083,124.5807,284103m/data=!3m1!1e3!4m5!3m4!1s0x0:0x774ee281e3b7a7ea!8m2!3d-42.8083!4d124.5807?hl=e",-42.8083, 124.5807,5.0
34,2022-11-15 17:43:02+00:00,earthquakeBot," occurred 37.9mi SW of Labuan, Indonesia. ","A 5.0 magnitude earthquake occurred 37.9mi SW of Labuan, Indonesia. Details: https://t.co/bpg17wcI87 Map: https://t.co/H9zECyApqX","Tlk. Paraja, Indonesia","6F28+97W Ujungjaya, Pandeglang Regency, Banten, Indonesia","https://www.google.com/maps/place/6%C2%B047'56.4%22S+105%C2%B027'56.5%22E/@-6.799,105.4657,384532m/data=!3m1!1e3!4m5!3m4!1s0x0:0xb6530f5caa7ccf5e!8m2!3d-6.799!4d105.4657?hl=e",-6.799, 105.4657,5.0
35,2022-11-15 07:19:01+00:00,earthquakeBot, occurred in Banda Sea. ,A 5.0 magnitude earthquake occurred in Banda Sea. Details: https://t.co/z6iyqjFuxB Map: https://t.co/yk8x1oZsoa,Banda Sea,6Q5FR2M2+65,"https://www.google.com/maps/place/6%C2%B010'00.8%22S+129%C2%B000'01.4%22E/@-6.1669,129.0004,385014m/data=!3m1!1e3!4m5!3m4!1s0x0:0xb98307526fb94e6b!8m2!3d-6.1669!4d129.0004?hl=e",-6.1669, 129.0004,5.0
36,2022-11-14 15:21:02+00:00,earthquakeBot, occurred in Pacific-Antarctic Ridge. ,A 5.5 magnitude earthquake occurred in Pacific-Antarctic Ridge. Details: https://t.co/0PrEPH4KT7 Map: https://t.co/Pie66bD4Sy,South Pacific Ocean,327JX7C6+FC,"https://www.google.com/maps/place/64%C2%B001'43.7%22S+167%C2%B044'20.0%22W/@-64.0288,-167.7389,339173m/data=!3m1!1e3!4m5!3m4!1s0x0:0x150705d9e0c80e8d!8m2!3d-64.0288!4d-167.7389?hl=e",-64.0288, -167.7389,5.5
37,2022-11-14 08:29:01+00:00,earthquakeBot," occurred 52.2mi SSE of Toba, Japan. ","A 6.1 magnitude earthquake occurred 52.2mi SSE of Toba, Japan. Details: https://t.co/3fvNeqoDf8 Map: https://t.co/PpQYVq1AgZ",North Pacific Ocean,8Q5VR723+JP,"https://www.google.com/maps/place/33%C2%B048'05.8%22N+137%C2%B015'15.5%22E/@33.8016,137.2543,321797m/data=!3m1!1e3!4m5!3m4!1s0x0:0xc749020042d877bb!8m2!3d33.8016!4d137.2543?hl=e",33.8016, 137.2543,6.1
38,2022-11-14 05:21:01+00:00,earthquakeBot, occurred in south of the Fiji Islands. ,A 6.1 magnitude earthquake occurred in south of the Fiji Islands. Details: https://t.co/0kIG1U8d1g Map: https://t.co/GoWh6CZmpA,South Pacific Ocean,5V5WX65G+7F,"https://www.google.com/maps/place/26%C2%B002'30.5%22S+178%C2%B013'34.3%22E/@-26.0418,178.2262,347939m/data=!3m1!1e3!4m5!3m4!1s0x0:0xa0049cdf85b27246!8m2!3d-26.0418!4d178.2262?hl=e",-26.0418, 178.2262,6.1
39,2022-11-14 04:26:01+00:00,earthquakeBot," occurred in eastern New Guinea region, Papua New Guinea. ","A 5.0 magnitude earthquake occurred in eastern New Guinea region, Papua New Guinea. Details: https://t.co/vTFq0JObDT Map: https://t.co/KuHfM5Lzj8",Bismarck Sea,6R69XR57+5G,"https://www.google.com/maps/place/5%C2%B002'31.2%22S+147%C2%B048'49.7%22E/@-5.042,147.8138,385757m/data=!3m1!1e3!4m5!3m4!1s0x0:0x2324d67abfc79733!8m2!3d-5.042!4d147.8138?hl=e",-5.042, 147.8138,5.0
40,2022-11-14 01:33:01+00:00,earthquakeBot, occurred in Reykjanes Ridge. ,A 5.1 magnitude earthquake occurred in Reykjanes Ridge. Details: https://t.co/KulN3xU8yn Map: https://t.co/vdDEB3UO3v,North Atlantic Ocean,9956XF8X+JP,"https://www.google.com/maps/place/53%C2%B057'59.8%22N+35%C2%B030'02.5%22W/@53.9666,-35.5007,227806m/data=!3m1!1e3!4m5!3m4!1s0x0:0x667a5ab6899f0c4d!8m2!3d53.9666!4d-35.5007?hl=e",53.9666, -35.5007,5.1
41,2022-11-13 22:43:02+00:00,earthquakeBot, occurred in Mariana Islands region. ,A 5.0 magnitude earthquake occurred in Mariana Islands region. Details: https://t.co/KUQUiOFTfK Map: https://t.co/GGJCkqvOYJ,Philippine Sea,7RH5F4RC+95,"https://www.google.com/maps/place/21%C2%B029'27.6%22N+143%C2%B007'13.8%22E/@21.491,143.1205,360332m/data=!3m1!1e3!4m5!3m4!1s0x0:0x949b4faeaea8999a!8m2!3d21.491!4d143.1205?hl=e",21.491, 143.1205,5.0
42,2022-11-13 15:30:01+00:00,earthquakeBot," occurred 94.45mi SSW of Kroya, Indonesia. ","A 5.2 magnitude earthquake occurred 94.45mi SSW of Kroya, Indonesia. Details: https://t.co/8KWkz59W4f Map: https://t.co/V3c3dapdmV",Indian Ocean,6P3C2RXH+FH,"https://www.google.com/maps/place/8%C2%B057'04.7%22S+108%C2%B049'44.0%22E/@-8.9513,108.8289,382539m/data=!3m1!1e3!4m5!3m4!1s0x0:0x56a3091a0444e559!8m2!3d-8.9513!4d108.8289?hl=e",-8.9513, 108.8289,5.2
43,2022-11-13 08:39:01+00:00,earthquakeBot," occurred 78.29mi ENE of Shikotan, Russia. ","A 5.1 magnitude earthquake occurred 78.29mi ENE of Shikotan, Russia. Details: https://t.co/xCESVXymMU Map: https://t.co/70sq4aR28s",North Pacific Ocean,8RPC27R8+CJ,"https://www.google.com/maps/place/44%C2%B002'28.0%22N+148%C2%B015'59.8%22E/@44.0411,148.2666,278375m/data=!3m1!1e3!4m5!3m4!1s0x0:0x68589394961143d4!8m2!3d44.0411!4d148.2666?hl=e",44.0411, 148.2666,5.1
44,2022-11-13 04:17:02+00:00,earthquakeBot," occurred 70.21mi E of Hihifo, Tonga. ","A 5.0 magnitude earthquake occurred 70.21mi E of Hihifo, Tonga. Details: https://t.co/AeFAodivHU Map: https://t.co/a8OX7E4Ouu",South Pacific Ocean,52P94746+7J,"https://www.google.com/maps/place/15%C2%B053'39.5%22S+172%C2%B044'18.2%22W/@-15.8943,-172.7384,372450m/data=!3m1!1e3!4m5!3m4!1s0x0:0x8df85529c4b6f0d!8m2!3d-15.8943!4d-172.7384?hl=e",-15.8943, -172.7384,5.0
45,2022-11-13 03:18:01+00:00,earthquakeBot," occurred 13.05mi NNW of Lebu, Chile. ","A 5.0 magnitude earthquake occurred 13.05mi NNW of Lebu, Chile. Details: https://t.co/0MhbYMNLbj Map: https://t.co/iS7EacModX",Chile,47J8H67V+G9,"https://www.google.com/maps/place/37%C2%B026'10.3%22S+73%C2%B045'23.8%22W/@-37.4362,-73.7566,307493m/data=!3m1!1e3!4m5!3m4!1s0x0:0xd95078b917b93a5a!8m2!3d-37.4362!4d-73.7566?hl=e",-37.4362, -73.7566,5.0
46,2022-11-13 02:46:01+00:00,earthquakeBot," occurred 6.84mi WNW of Lebu, Chile. ","A 5.7 magnitude earthquake occurred 6.84mi WNW of Lebu, Chile. Details: https://t.co/Qn5H4X6gQR Map: https://t.co/X7MMLyYB3b",Chile,"C6WM+RQ5 Lebu, Chile","https://www.google.com/maps/place/37%C2%B033'10.8%22S+73%C2%B045'55.8%22W/@-37.553,-73.7655,307012m/data=!3m1!1e3!4m5!3m4!1s0x0:0x47cbd37a63a41d34!8m2!3d-37.553!4d-73.7655?hl=e",-37.553, -73.7655,5.7
47,2022-11-13 02:45:01+00:00,earthquakeBot," occurred in Near the coast of Bio-Bio, Chile. ","A 6.4 magnitude earthquake occurred in Near the coast of Bio-Bio, Chile. Details: https://t.co/M7fFXnkZi4 Map: https://t.co/x8McGbxC87",Chile,"H822+GRH Locobe, Arauco, Chile","https://www.google.com/maps/place/37%C2%B026'55.3%22S+73%C2%B041'52.4%22W/@-37.4487,-73.6979,307441m/data=!3m1!1e3!4m5!3m4!1s0x0:0x15e9e4600c4f7ff0!8m2!3d-37.4487!4d-73.6979?hl=e",-37.4487, -73.6979,6.4
48,2022-11-13 02:06:01+00:00,earthquakeBot, occurred in Taiwan region. ,A 5.1 magnitude earthquake occurred in Taiwan region. Details: https://t.co/lRAN1UqiJU Map: https://t.co/TbZlJa8tOH,Philippine Sea,7QJ3C526+H3,"https://www.google.com/maps/place/22%C2%B024'05.0%22N+121%C2%B009'36.7%22E/@22.4014,121.1602,358032m/data=!3m1!1e3!4m5!3m4!1s0x0:0x41ee038b901d2c6e!8m2!3d22.4014!4d121.1602?hl=e",22.4014, 121.1602,5.1
