,date,user,region,tweet,location,location_2,map_url,lat,long,magnitude
1,2022-10-29 21:05:01+00:00,earthquakeBot," occurred 38.53mi WSW of Santiago, Peru. ","A 5.1 magnitude earthquake occurred 38.53mi WSW of Santiago, Peru. Details: https://t.co/aFsTodB6TQ Map: https://t.co/UvSV4AOSVm",South Pacific Ocean,57Q5GQCW+9Q,"https://www.google.com/maps/place/14%C2%B028'44.8%22S+76%C2%B012'10.8%22W/@-14.4791,-76.203,374956m/data=!3m1!1e3!4m5!3m4!1s0x0:0x983d77cb4fcc5c48!8m2!3d-14.4791!4d-76.203?hl=e",-14.4791, -76.203,5.1
2,2022-10-29 20:55:01+00:00,earthquakeBot, occurred in Vanuatu. ,A 5.5 magnitude earthquake occurred in Vanuatu. Details: https://t.co/UuK8Tb5J5y Map: https://t.co/ALaZteqyMt,Coral Sea,5VM8PQC5+HH,"https://www.google.com/maps/place/16%C2%B016'43.0%22S+166%C2%B045'32.0%22E/@-16.2786,166.7589,371730m/data=!3m1!1e3!4m5!3m4!1s0x0:0x327117b190cd946d!8m2!3d-16.2786!4d166.7589?hl=e",-16.2786, 166.7589,5.5
3,2022-10-29 19:30:01+00:00,earthquakeBot," occurred 64.62mi SSE of Kandrian, Papua New Guinea. ","A 5.2 magnitude earthquake occurred 64.62mi SSE of Kandrian, Papua New Guinea. Details: https://t.co/kLtQl3Khbc Map: https://t.co/vF96CPqNSa",Solomon Sea,6R4GX294+59,"https://www.google.com/maps/place/7%C2%B001'55.6%22S+150%C2%B000'21.2%22E/@-7.0321,150.0059,384342m/data=!3m1!1e3!4m5!3m4!1s0x0:0x8d3d1ebc33279b9e!8m2!3d-7.0321!4d150.0059?hl=e",-7.0321, 150.0059,5.2
4,2022-10-29 19:12:01+00:00,earthquakeBot," occurred 45.36mi SE of Kirakira, Solomon Islands. ","A 5.0 magnitude earthquake occurred 45.36mi SE of Kirakira, Solomon Islands. Details: https://t.co/J4pd7gtWBy Map: https://t.co/l72x6Pj3uV",Coral Sea,"28GX+W56 Fagheifa, Solomon Islands","https://www.google.com/maps/place/10%C2%B058'21.7%22S+162%C2%B020'52.4%22E/@-10.9727,162.3479,380176m/data=!3m1!1e3!4m5!3m4!1s0x0:0xf0bfedfd152dbafd!8m2!3d-10.9727!4d162.3479?hl=e",-10.9727, 162.3479,5.0
7,2022-10-29 17:45:01+00:00,earthquakeBot," occurred 79.54mi NE of Hihifo, Tonga. ","A 5.1 magnitude earthquake occurred 79.54mi NE of Hihifo, Tonga. Details: https://t.co/BMq1MFwQYs Map: https://t.co/7RUAawTvYQ",South Pacific Ocean,52P9P54P+WR,"https://www.google.com/maps/place/15%C2%B017'33.7%22S+172%C2%B048'46.4%22W/@-15.2927,-172.8129,373543m/data=!3m1!1e3!4m5!3m4!1s0x0:0x738794cd6b4fb9fd!8m2!3d-15.2927!4d-172.8129?hl=e",-15.2927, -172.8129,5.1
8,2022-10-29 12:00:01+00:00,earthquakeBot," occurred in Oruro, Bolivia. ","A 5.1 magnitude earthquake occurred in Oruro, Bolivia. Details: https://t.co/sXge7lbwsP Map: https://t.co/uxEQx9d5Du","Poopó Lake, Bolivia","V3XJ+R34 Santuario de Quillacas, Bolivia","https://www.google.com/maps/place/19%C2%B006'01.8%22S+66%C2%B055'11.3%22W/@-19.1005,-66.9198,365935m/data=!3m1!1e3!4m5!3m4!1s0x0:0xe128887cf727edce!8m2!3d-19.1005!4d-66.9198?hl=e",-19.1005, -66.9198,5.1
9,2022-10-29 00:28:01+00:00,earthquakeBot," occurred 39.77mi SW of Santiago, Peru. ","A 5.8 magnitude earthquake occurred 39.77mi SW of Santiago, Peru. Details: https://t.co/JqT0bFdu2a Map: https://t.co/piBr5zvgOX",South Pacific Ocean,57Q5FR84+66,"https://www.google.com/maps/place/14%C2%B032'03.8%22S+76%C2%B011'39.8%22W/@-14.5344,-76.1944,374862m/data=!3m1!1e3!4m5!3m4!1s0x0:0xd8da1ac66dd005b!8m2!3d-14.5344!4d-76.1944?hl=e",-14.5344, -76.1944,5.8
10,2022-10-28 23:52:01+00:00,earthquakeBot," occurred 41.63mi SW of Santiago, Peru. ","A 5.2 magnitude earthquake occurred 41.63mi SW of Santiago, Peru. Details: https://t.co/lMuBdQWiaq Map: https://t.co/jGounYwovl",South Pacific Ocean,57Q5FQ99+3P,"https://www.google.com/maps/place/14%C2%B031'56.3%22S+76%C2%B013'50.5%22W/@-14.5323,-76.2307,374866m/data=!3m1!1e3!4m5!3m4!1s0x0:0x959a0f9759271def!8m2!3d-14.5323!4d-76.2307?hl=e",-14.5323, -76.2307,5.2
11,2022-10-28 23:11:01+00:00,earthquakeBot," occurred 36.66mi SW of Santiago, Peru. ","A 5.3 magnitude earthquake occurred 36.66mi SW of Santiago, Peru. Details: https://t.co/IUfE99rt15 Map: https://t.co/qUX8hPTbQd",South Pacific Ocean,57Q5FVM5+HX,"https://www.google.com/maps/place/14%C2%B030'57.6%22S+76%C2%B008'24.0%22W/@-14.516,-76.14,374893m/data=!3m1!1e3!4m5!3m4!1s0x0:0x2bcff59c7fae8362!8m2!3d-14.516!4d-76.14?hl=e",-14.516, -76.14,5.3
13,2022-10-28 20:43:01+00:00,earthquakeBot," occurred 37.9mi SW of Santiago, Peru. ","A 5.9 magnitude earthquake occurred 37.9mi SW of Santiago, Peru. Details: https://t.co/0RYRcKOVD0 Map: https://t.co/ZgLMxEP3CH",South Pacific Ocean,57Q5FR7V+55,"https://www.google.com/maps/place/14%C2%B032'13.2%22S+76%C2%B009'25.6%22W/@-14.537,-76.1571,374858m/data=!3m1!1e3!4m5!3m4!1s0x0:0x859311062419fa4c!8m2!3d-14.537!4d-76.1571?hl=e",-14.537, -76.1571,5.9
14,2022-10-28 20:41:01+00:00,earthquakeBot," occurred 171.5mi WNW of Haveluloto, Tonga. ","A 5.0 magnitude earthquake occurred 171.5mi WNW of Haveluloto, Tonga. Details: https://t.co/OiPk3JEiqJ Map: https://t.co/PZ6NChRXJs",South Pacific Ocean,52F4J776+59,"https://www.google.com/maps/place/20%C2%B023'13.6%22S+177%C2%B044'20.4%22W/@-20.3871,-177.739,362998m/data=!3m1!1e3!4m5!3m4!1s0x0:0xfd98dd897528f5d6!8m2!3d-20.3871!4d-177.739?hl=e",-20.3871, -177.739,5.0
15,2022-10-28 04:19:02+00:00,earthquakeBot, occurred in east of the North Island of New Zealand. ,A 5.4 magnitude earthquake occurred in east of the North Island of New Zealand. Details: https://t.co/V8uRAYHJIe Map: https://t.co/EX8mINBEej,South Pacific Ocean,42P25VQ9+8M,"https://www.google.com/maps/place/35%C2%B048'42.1%22S+179%C2%B007'50.9%22W/@-35.8117,-179.1308,314043m/data=!3m1!1e3!4m5!3m4!1s0x0:0x2057ca3a03166527!8m2!3d-35.8117!4d-179.1308?hl=e",-35.8117, -179.1308,5.4
16,2022-10-27 16:13:01+00:00,earthquakeBot," occurred 103.15mi ENE of Angoram, Papua New Guinea. ","A 5.2 magnitude earthquake occurred 103.15mi ENE of Angoram, Papua New Guinea. Details: https://t.co/i0tA0LVZet Map: https://t.co/CeuAWfGrCj",Bismarck Sea,6R87HCV8+QJ,"https://www.google.com/maps/place/3%C2%B024'20.2%22S+145%C2%B024'59.8%22E/@-3.4056,145.4166,386572m/data=!3m1!1e3!4m5!3m4!1s0x0:0x5a1d7301412a0fc7!8m2!3d-3.4056!4d145.4166?hl=e",-3.4056, 145.4166,5.2
17,2022-10-27 13:40:01+00:00,earthquakeBot," occurred in Hokkaido, Japan region. ","A 5.0 magnitude earthquake occurred in Hokkaido, Japan region. Details: https://t.co/aTdEuU8gLa Map: https://t.co/pWOlBleriR",North Pacific Ocean,8RH6WVFM+MX,"https://www.google.com/maps/place/41%C2%B055'27.1%22N+144%C2%B053'06.0%22E/@41.9242,144.885,288129m/data=!3m1!1e3!4m5!3m4!1s0x0:0xdb0cc05b04a5e351!8m2!3d41.9242!4d144.885?hl=e",41.9242, 144.885,5.0
18,2022-10-27 10:29:01+00:00,earthquakeBot, occurred in Kuril Islands. ,A 5.2 magnitude earthquake occurred in Kuril Islands. Details: https://t.co/CmQ98Sj37P Map: https://t.co/h61Bq9FX5k,Pacific Ocean,8RRJJMH2+5G,"https://www.google.com/maps/place/46%C2%B037'40.8%22N+152%C2%B039'04.7%22E/@46.628,152.6513,265941m/data=!3m1!1e3!4m5!3m4!1s0x0:0xbcda887fb34f8bca!8m2!3d46.628!4d152.6513?hl=e",46.628, 152.6513,5.2
19,2022-10-27 09:07:02+00:00,earthquakeBot," occurred 4.35mi N of Marquelia, Mexico. ","A 5.0 magnitude earthquake occurred 4.35mi N of Marquelia, Mexico. Details: https://t.co/n3PKZAt6Ra Map: https://t.co/RgIeYQyHAa","Marquelia, Guerrero, Mexico","M53J+FCQ Los Achotes, Guerrero, Mexico","https://www.google.com/maps/place/16%C2%B039'13.3%22N+98%C2%B049'08.0%22W/@16.6537,-98.8189,371012m/data=!3m1!1e3!4m5!3m4!1s0x0:0x2b5b6f553276a245!8m2!3d16.6537!4d-98.8189?hl=e",16.6537, -98.8189,5.0
20,2022-10-27 02:01:01+00:00,earthquakeBot, occurred in South Sandwich Islands region. ,A 5.4 magnitude earthquake occurred in South Sandwich Islands region. Details: https://t.co/waphtgQ4FO Map: https://t.co/19CDKhxA3X,South Atlantic Ocean,39GP4HR7+8X,"https://www.google.com/maps/place/59%C2%B051'33.1%22S+25%C2%B026'06.0%22W/@-59.8592,-25.435,388903m/data=!3m1!1e3!4m5!3m4!1s0x0:0xea6779062b0859d9!8m2!3d-59.8592!4d-25.435?hl=e",-59.8592, -25.435,5.4
21,2022-10-26 23:17:01+00:00,earthquakeBot, occurred in Owen Fracture Zone region. ,A 5.1 magnitude earthquake occurred in Owen Fracture Zone region. Details: https://t.co/CLVDfbe1YT Map: https://t.co/46tUIJp9Ug,Arabian Sea,7H3VWVHW+65,"https://www.google.com/maps/place/11%C2%B055'41.2%22N+57%C2%B053'43.8%22E/@11.9281,57.8955,378894m/data=!3m1!1e3!4m5!3m4!1s0x0:0x3ec1b6fd3dd0e6fb!8m2!3d11.9281!4d57.8955?hl=e",11.9281, 57.8955,5.1
23,2022-10-26 09:37:01+00:00,earthquakeBot," occurred 39.15mi SSE of Sand Point, Alaska. ","A 5.0 magnitude earthquake occurred 39.15mi SSE of Sand Point, Alaska. Details: https://t.co/VEjQ5zmg2g Map: https://t.co/5jTGaAWkAZ",North Pacific Ocean,926XRV9X+55,"https://www.google.com/maps/place/54%C2%B049'04.8%22N+160%C2%B006'07.2%22W/@54.818,-160.102,223127m/data=!3m1!1e3!4m5!3m4!1s0x0:0x105da067eae24304!8m2!3d54.818!4d-160.102?hl=e",54.818, -160.102,5.0
24,2022-10-26 08:07:02+00:00,earthquakeBot," occurred 43.5mi WNW of San Antonio de los Cobres, Argentina. ","A 5.1 magnitude earthquake occurred 43.5mi WNW of San Antonio de los Cobres, Argentina. Details: https://t.co/1OmTQmfj8D Map: https://t.co/lekSHfuQUl",South America,577MW243+8V,"https://www.google.com/maps/place/24%C2%B005'39.1%22S+66%C2%B059'43.1%22W/@-24.0942,-66.9953,353516m/data=!3m1!1e3!4m5!3m4!1s0x0:0x49eb5a667d800d66!8m2!3d-24.0942!4d-66.9953?hl=e",-24.0942, -66.9953,5.1
25,2022-10-26 07:23:01+00:00,earthquakeBot," occurred 73.32mi SSE of Kushiro, Japan. ","A 5.2 magnitude earthquake occurred 73.32mi SSE of Kushiro, Japan. Details: https://t.co/ZHpb92tQQE Map: https://t.co/0ukz49u55h",North Pacific Ocean,8RH6WPWX+W8,"https://www.google.com/maps/place/41%C2%B056'50.3%22N+144%C2%B044'53.9%22E/@41.9473,144.7483,288025m/data=!3m1!1e3!4m5!3m4!1s0x0:0x84dfd8dc4ff6a773!8m2!3d41.9473!4d144.7483?hl=e",41.9473, 144.7483,5.2
26,2022-10-25 21:30:03+00:00,earthquakeBot," occurred 67.11mi SSE of Hihifo, Tonga. ","A 5.1 magnitude earthquake occurred 67.11mi SSE of Hihifo, Tonga. Details: https://t.co/0BuQP6fty2 Map: https://t.co/67IlDVx3wE",South Pacific Ocean,52M84JX7+XJ,"https://www.google.com/maps/place/16%C2%B051'00.4%22S+173%C2%B023'09.6%22W/@-16.8501,-173.386,370629m/data=!3m1!1e3!4m5!3m4!1s0x0:0x464ce2895d8bde85!8m2!3d-16.8501!4d-173.386?hl=e",-16.8501, -173.386,5.1
29,2022-10-25 18:46:01+00:00,earthquakeBot," occurred 8.7mi E of Seven Trees, CA. ","A 5.0 magnitude earthquake occurred 8.7mi E of Seven Trees, CA. Details: https://t.co/gKRrqVWEGF Map: https://t.co/Pqj32wy0BK","Santa Clara County, CA, USA","886F+622 San Felipe, Morgan Hill, CA, USA","https://www.google.com/maps/place/37%C2%B018'37.8%22N+121%C2%B040'39.0%22W/@37.3105011,-121.6774979,308008m/data=!3m1!1e3!4m5!3m4!1s0x0:0x76e132928d0c5552!8m2!3d37.3105011!4d-121.6774979?hl=e",37.3105011, -121.6774979,5.0
32,2022-10-25 15:08:02+00:00,earthquakeBot," occurred 6.84mi SSW of Espiritu, Philippines. ","A 6.8 magnitude earthquake occurred 6.84mi SSW of Espiritu, Philippines. Details: https://t.co/X8cc3EYOrO Map: https://t.co/gg8Nk2ikrh","Garnaden, Nueva Era, Ilocos Norte, Philippines","VJMF+JJ2 Nueva Era, Ilocos Norte, Philippines","https://www.google.com/maps/place/17%C2%B053'02.4%22N+120%C2%B037'26.4%22E/@17.884,120.624,368543m/data=!3m1!1e3!4m5!3m4!1s0x0:0x8632428d6a28639b!8m2!3d17.884!4d120.624?hl=e",17.884, 120.624,6.8
33,2022-10-25 13:41:01+00:00,earthquakeBot," occurred in Mindanao, Philippines. ","A 5.1 magnitude earthquake occurred in Mindanao, Philippines. Details: https://t.co/7WZSW117fn Map: https://t.co/7LV3HNnMgS",Philippine Sea,"5HR3+683 Lingig, Surigao del Sur, Philippines","https://www.google.com/maps/place/8%C2%B011'25.8%22N+126%C2%B033'11.9%22E/@8.1905,126.5533,383305m/data=!3m1!1e3!4m5!3m4!1s0x0:0xa7c0ac93c2d8c955!8m2!3d8.1905!4d126.5533?hl=e",8.1905, 126.5533,5.1
