,date,user,region,tweet,location,location_2,map_url,lat,long,magnitude
2,2022-08-27 18:48:02+00:00,earthquakeBot," occurred 6.21mi SSE of San Ramon, Philippines. ","A 5.2 magnitude earthquake occurred 6.21mi SSE of San Ramon, Philippines. Details: https://t.co/GipR1QHLBY Map: https://t.co/jCtOZW9FxR","Ampalioc, Luba, Abra, Philippines","8QJ4+HV8 Luba, Abra, Philippines",Timed out waiting for page to load,17.3314, 120.7572,5.2
4,2022-08-26 16:27:01+00:00,earthquakeBot," occurred 40.39mi NNE of Port-Olry, Vanuatu. ","A 5.1 magnitude earthquake occurred 40.39mi NNE of Port-Olry, Vanuatu. Details: https://t.co/4XO2tAduGc Map: https://t.co/I9cUuQe2aw",Coral Sea,5VQ9G74V+69,"https://www.google.com/maps/place/14%C2%B029'39.8%22S+167%C2%B017'36.6%22E/@-14.4944,167.2935,374339m/data=!3m1!1e3!4m5!3m4!1s0x0:0x142d44ced61015f9!8m2!3d-14.4944!4d167.2935?hl=e",-14.4944, 167.2935,5.1
7,2022-08-25 03:40:02+00:00,earthquakeBot," occurred 71.46mi SSW of Bengkulu, Indonesia. ","A 5.0 magnitude earthquake occurred 71.46mi SSW of Bengkulu, Indonesia. Details: https://t.co/1glmBEmeOy Map: https://t.co/X55P4ggStt",Indian Ocean,6P737QV4+2P,"https://www.google.com/maps/place/4%C2%B042'26.6%22S+101%C2%B045'24.5%22E/@-4.7074,101.7568,385340m/data=!3m1!1e3!4m5!3m4!1s0x0:0x9cdef291b0452f8d!8m2!3d-4.7074!4d101.7568?hl=e",-4.7074, 101.7568,5.0
9,2022-08-24 23:05:01+00:00,earthquakeBot, occurred in Kuril Islands. ,A 5.1 magnitude earthquake occurred in Kuril Islands. Details: https://t.co/QCZVWiiK11 Map: https://t.co/lNiyXvUX40,Pacific Ocean,8RVMVP58+9V,"https://www.google.com/maps/place/47%C2%B051'30.2%22N+153%C2%B043'01.9%22E/@47.8584,153.7172,259425m/data=!3m1!1e3!4m5!3m4!1s0x0:0xa13caad01eab8439!8m2!3d47.8584!4d153.7172?hl=e",47.8584, 153.7172,5.1
12,2022-08-24 15:54:02+00:00,earthquakeBot," occurred 42.25mi SW of Isangel, Vanuatu. ","A 5.2 magnitude earthquake occurred 42.25mi SW of Isangel, Vanuatu. Details: https://t.co/Kk8SgfatDa Map: https://t.co/vco0Jgr14Z",Coral Sea,5VGC3QW3+4C,"https://www.google.com/maps/place/19%C2%B054'16.9%22S+168%C2%B045'12.6%22E/@-19.9047,168.7535,363547m/data=!3m1!1e3!4m5!3m4!1s0x0:0x9f47c2f6b3fc6b2d!8m2!3d-19.9047!4d168.7535?hl=e",-19.9047, 168.7535,5.2
14,2022-08-24 12:29:01+00:00,earthquakeBot," occurred 42.25mi NE of Calama, Chile. ","A 5.4 magnitude earthquake occurred 42.25mi NE of Calama, Chile. Details: https://t.co/40hCl48mt7 Map: https://t.co/tt4ZRoEpir","Calama, Antofagasta, Chile","2G82+XPV San Pedro, Calama, Chile","https://www.google.com/maps/place/21%C2%B058'57.0%22S+68%C2%B029'53.5%22W/@-21.9825,-68.4982,358535m/data=!3m1!1e3!4m5!3m4!1s0x0:0x19d2fc371bd7d20!8m2!3d-21.9825!4d-68.4982?hl=e",-21.9825, -68.4982,5.4
16,2022-08-23 20:08:01+00:00,earthquakeBot," occurred 123.65mi WSW of Bandar Lampung, Indonesia. ","A 5.1 magnitude earthquake occurred 123.65mi WSW of Bandar Lampung, Indonesia. Details: https://t.co/CBTjpfpR0c Map: https://t.co/DkxtFNpsQJ",Indian Ocean,6P55PM7F+55,"https://www.google.com/maps/place/6%C2%B017'13.6%22S+103%C2%B040'22.4%22E/@-6.2871,103.6729,384319m/data=!3m1!1e3!4m5!3m4!1s0x0:0x686ecd109d523707!8m2!3d-6.2871!4d103.6729?hl=e",-6.2871, 103.6729,5.1
19,2022-08-23 19:02:02+00:00,earthquakeBot, occurred in Balleny Islands region. ,A 5.8 magnitude earthquake occurred in Balleny Islands region. Details: https://t.co/ZgF1MJhkmq Map: https://t.co/rtyQMRX0GW,South Pacific Ocean,3V93RCFF+XV,"https://www.google.com/maps/place/62%C2%B010'30.4%22S+161%C2%B025'28.9%22E/@-62.1751,161.4247,360949m/data=!3m1!1e3!4m5!3m4!1s0x0:0xd88d05f6c6c99e9!8m2!3d-62.1751!4d161.4247?hl=e",-62.1751, 161.4247,5.8
21,2022-08-23 16:47:01+00:00,earthquakeBot," occurred 92.58mi SE of Pangai, Tonga. ","A 5.2 magnitude earthquake occurred 92.58mi SE of Pangai, Tonga. Details: https://t.co/GN7mGXb8gz Map: https://t.co/4Odnz5boYC",South Pacific Ocean,52F85HCQ+QV,"https://www.google.com/maps/place/20%C2%B049'41.2%22S+173%C2%B024'37.1%22W/@-20.8281,-173.4103,361378m/data=!3m1!1e3!4m5!3m4!1s0x0:0xdcd3860de6e14bab!8m2!3d-20.8281!4d-173.4103?hl=e",-20.8281, -173.4103,5.2
23,2022-08-23 14:52:01+00:00,earthquakeBot," occurred 72.7mi S of Pagar Alam, Indonesia. ","A 6.0 magnitude earthquake occurred 72.7mi S of Pagar Alam, Indonesia. Details: https://t.co/IoLsJzRuJX Map: https://t.co/OOTQLflK1W",Indian Ocean,6P65W4F2+QF,"https://www.google.com/maps/place/5%C2%B004'31.8%22S+103%C2%B006'04.3%22E/@-5.0755,103.1012,385129m/data=!3m1!1e3!4m5!3m4!1s0x0:0x8b094be7a7889143!8m2!3d-5.0755!4d103.1012?hl=e",-5.0755, 103.1012,6.0
