,date,user,region,tweet,location,location_2,map_url,lat,long,magnitude
2,2022-08-23 20:08:01+00:00,earthquakeBot," occurred 123.65mi WSW of Bandar Lampung, Indonesia. ","A 5.1 magnitude earthquake occurred 123.65mi WSW of Bandar Lampung, Indonesia. Details: https://t.co/CBTjpfpR0c Map: https://t.co/DkxtFNpsQJ",Indian Ocean,6P55PM7F+55,"https://www.google.com/maps/place/6%C2%B017'13.6%22S+103%C2%B040'22.4%22E/@-6.2871,103.6729,384319m/data=!3m1!1e3!4m5!3m4!1s0x0:0x686ecd109d523707!8m2!3d-6.2871!4d103.6729?hl=e",-6.2871, 103.6729,5.1
5,2022-08-23 19:02:02+00:00,earthquakeBot, occurred in Balleny Islands region. ,A 5.8 magnitude earthquake occurred in Balleny Islands region. Details: https://t.co/ZgF1MJhkmq Map: https://t.co/rtyQMRX0GW,South Pacific Ocean,3V93RCFF+XV,"https://www.google.com/maps/place/62%C2%B010'30.4%22S+161%C2%B025'28.9%22E/@-62.1751,161.4247,360949m/data=!3m1!1e3!4m5!3m4!1s0x0:0xd88d05f6c6c99e9!8m2!3d-62.1751!4d161.4247?hl=e",-62.1751, 161.4247,5.8
7,2022-08-23 16:47:01+00:00,earthquakeBot," occurred 92.58mi SE of Pangai, Tonga. ","A 5.2 magnitude earthquake occurred 92.58mi SE of Pangai, Tonga. Details: https://t.co/GN7mGXb8gz Map: https://t.co/4Odnz5boYC",South Pacific Ocean,52F85HCQ+QV,"https://www.google.com/maps/place/20%C2%B049'41.2%22S+173%C2%B024'37.1%22W/@-20.8281,-173.4103,361378m/data=!3m1!1e3!4m5!3m4!1s0x0:0xdcd3860de6e14bab!8m2!3d-20.8281!4d-173.4103?hl=e",-20.8281, -173.4103,5.2
9,2022-08-23 14:52:01+00:00,earthquakeBot," occurred 72.7mi S of Pagar Alam, Indonesia. ","A 6.0 magnitude earthquake occurred 72.7mi S of Pagar Alam, Indonesia. Details: https://t.co/IoLsJzRuJX Map: https://t.co/OOTQLflK1W",Indian Ocean,6P65W4F2+QF,"https://www.google.com/maps/place/5%C2%B004'31.8%22S+103%C2%B006'04.3%22E/@-5.0755,103.1012,385129m/data=!3m1!1e3!4m5!3m4!1s0x0:0x8b094be7a7889143!8m2!3d-5.0755!4d103.1012?hl=e",-5.0755, 103.1012,6.0
11,2022-08-23 13:57:01+00:00,earthquakeBot," occurred 94.45mi W of Tual, Indonesia. ","A 5.0 magnitude earthquake occurred 94.45mi W of Tual, Indonesia. Details: https://t.co/s9ebqLcaQf Map: https://t.co/4FwBg7r91A",Banda Sea,6Q6HJ95W+F2,"https://www.google.com/maps/place/5%C2%B023'28.7%22S+131%C2%B023'42.4%22E/@-5.3913,131.3951,384934m/data=!3m1!1e3!4m5!3m4!1s0x0:0xe86554e8a4d463b6!8m2!3d-5.3913!4d131.3951?hl=e",-5.3913, 131.3951,5.0
14,2022-08-23 12:14:02+00:00,earthquakeBot, occurred in Pacific-Antarctic Ridge. ,A 5.4 magnitude earthquake occurred in Pacific-Antarctic Ridge. Details: https://t.co/le00UNq3wa Map: https://t.co/NxTiMw1d00,South Pacific Ocean,3393C2X6+GJ,"https://www.google.com/maps/place/62%C2%B033'04.3%22S+158%C2%B059'18.6%22W/@-62.5512,-158.9885,356452m/data=!3m1!1e3!4m5!3m4!1s0x0:0xc8f8e25d70a73a10!8m2!3d-62.5512!4d-158.9885?hl=e",-62.5512, -158.9885,5.4
15,2022-08-23 10:47:01+00:00,earthquakeBot, occurred in Pacific-Antarctic Ridge. ,A 5.2 magnitude earthquake occurred in Pacific-Antarctic Ridge. Details: https://t.co/TMxlqeNLb3 Map: https://t.co/9OaC2wbvK8,South Pacific Ocean,339376JQ+RM,"https://www.google.com/maps/place/62%C2%B043'04.4%22S+158%C2%B045'38.9%22W/@-62.7179,-158.7608,354454m/data=!3m1!1e3!4m5!3m4!1s0x0:0x738f7951e4f6614e!8m2!3d-62.7179!4d-158.7608?hl=e",-62.7179, -158.7608,5.2
18,2022-08-22 08:55:01+00:00,earthquakeBot," occurred 30.45mi SE of Nusa Dua, Indonesia. ","A 5.5 magnitude earthquake occurred 30.45mi SE of Nusa Dua, Indonesia. Details: https://t.co/72wob6dUnf Map: https://t.co/L9OjSZBCgp",Indian Ocean,6P2QWH6M+C3,"https://www.google.com/maps/place/9%C2%B005'20.0%22S+115%C2%B034'57.7%22E/@-9.0889,115.5827,381790m/data=!3m1!1e3!4m5!3m4!1s0x0:0x1ebb8b4e751a7aa9!8m2!3d-9.0889!4d115.5827?hl=e",-9.0889, 115.5827,5.5
19,2022-08-22 08:22:01+00:00,earthquakeBot, occurred in central Mid-Atlantic Ridge. ,A 5.1 magnitude earthquake occurred in central Mid-Atlantic Ridge. Details: https://t.co/BHf89vRQ69 Map: https://t.co/9ypk2xlDyo,South Atlantic Ocean,69FQ29P3+XG,"https://www.google.com/maps/place/0%C2%B057'45.0%22S+24%C2%B038'46.3%22W/@-0.9625,-24.6462,386590m/data=!3m1!1e3!4m5!3m4!1s0x0:0x6149d939f29ba5c1!8m2!3d-0.9625!4d-24.6462?hl=e",-0.9625, -24.6462,5.1
21,2022-08-22 03:10:02+00:00,earthquakeBot," occurred 62.76mi NE of Yonakuni, Japan. ","A 5.3 magnitude earthquake occurred 62.76mi NE of Yonakuni, Japan. Details: https://t.co/V3Jn6420Vw Map: https://t.co/6NtJs0pTtf",East China Sea,7QQ56H4V+QR,"https://www.google.com/maps/place/25%C2%B012'24.8%22N+123%C2%B035'40.6%22E/@25.2069,123.5946,349827m/data=!3m1!1e3!4m5!3m4!1s0x0:0xce8315d282e9c8c9!8m2!3d25.2069!4d123.5946?hl=e",25.2069, 123.5946,5.3
23,2022-08-21 15:48:01+00:00,earthquakeBot, occurred in Reykjanes Ridge. ,A 5.1 magnitude earthquake occurred in Reykjanes Ridge. Details: https://t.co/ROb1fngWLO Map: https://t.co/EO5hkHNqrk,North Atlantic Ocean,99GHJ86F+66,"https://www.google.com/maps/place/60%C2%B036'38.2%22N+28%C2%B040'36.8%22W/@60.6106,-28.6769,379486m/data=!3m1!1e3!4m5!3m4!1s0x0:0x1ba02b7397cdd34a!8m2!3d60.6106!4d-28.6769?hl=e",60.6106, -28.6769,5.1
26,2022-08-19 18:17:02+00:00,earthquakeBot, occurred in South Sandwich Islands region. ,A 5.2 magnitude earthquake occurred in South Sandwich Islands region. Details: https://t.co/pZ6pSe97nn Map: https://t.co/p1ytaitH3v,South Atlantic Ocean,39JP272V+M7,"https://www.google.com/maps/place/57%C2%B059'53.9%22S+25%C2%B042'24.5%22W/@-57.9983,-25.7068,409800m/data=!3m1!1e3!4m5!3m4!1s0x0:0xb763d583d78a0dd5!8m2!3d-57.9983!4d-25.7068?hl=e",-57.9983, -25.7068,5.2
29,2022-08-19 11:27:01+00:00,earthquakeBot, occurred in southern Mid-Atlantic Ridge. ,A 5.2 magnitude earthquake occurred in southern Mid-Atlantic Ridge. Details: https://t.co/Qw4VkcTzQM Map: https://t.co/GZqvD9RM8g,South Atlantic Ocean,5CFCF7RJ+69,"https://www.google.com/maps/place/20%C2%B030'33.8%22S+11%C2%B043'08.8%22W/@-20.5094,-11.7191,362137m/data=!3m1!1e3!4m5!3m4!1s0x0:0x67ad0a04660cc43!8m2!3d-20.5094!4d-11.7191?hl=e",-20.5094, -11.7191,5.2
30,2022-08-19 05:25:01+00:00,earthquakeBot, occurred in South Sandwich Islands region. ,A 5.3 magnitude earthquake occurred in South Sandwich Islands region. Details: https://t.co/TNBwjZIBXF Map: https://t.co/SuUAb3bl9Q,South Atlantic Ocean,39MJRJHP+FC,"https://www.google.com/maps/place/56%C2%B010'16.7%22S+27%C2%B021'50.0%22W/@-56.1713,-27.3639,215250m/data=!3m1!1e3!4m5!3m4!1s0x0:0x2b579ee572808416!8m2!3d-56.1713!4d-27.3639?hl=e",-56.1713, -27.3639,5.3
