,date,user,region,tweet,location,location_2,map_url,lat,long,magnitude
15,2022-09-01 16:44:01+00:00,earthquakeBot," occurred in Kepulauan Barat Daya, Indonesia. ","A 5.2 magnitude earthquake occurred in Kepulauan Barat Daya, Indonesia. Details: https://t.co/yyhU5cOcDG Map: https://t.co/a1o0VhEHwE",Banda Sea,6Q4CPWPQ+49,"https://www.google.com/maps/place/7%C2%B015'52.9%22S+128%C2%B056'18.2%22E/@-7.2647,128.9384,383541m/data=!3m1!1e3!4m5!3m4!1s0x0:0xe99844c719727324!8m2!3d-7.2647!4d128.9384?hl=e",-7.2647, 128.9384,5.2
16,2022-09-01 07:22:01+00:00,earthquakeBot, occurred in Owen Fracture Zone region. ,A 5.4 magnitude earthquake occurred in Owen Fracture Zone region. Details: https://t.co/0Vvj2KUGjj Map: https://t.co/hewRCVJjyq,Arabian Sea,7H5V5M7M+2F,"https://www.google.com/maps/place/13%C2%B009'45.4%22N+57%C2%B041'01.3%22E/@13.1626,57.6837,376487m/data=!3m1!1e3!4m5!3m4!1s0x0:0xf3d485e47c890eec!8m2!3d13.1626!4d57.6837?hl=e",13.1626, 57.6837,5.4
17,2022-08-31 22:05:01+00:00,earthquakeBot, occurred in south of the Fiji Islands. ,A 5.5 magnitude earthquake occurred in south of the Fiji Islands. Details: https://t.co/fMIsSgPpTG Map: https://t.co/uEwGdkLedo,South Pacific Ocean,5VCQCHRX+62,"https://www.google.com/maps/place/21%C2%B033'34.2%22S+175%C2%B035'51.4%22E/@-21.5595,175.5976,359594m/data=!3m1!1e3!4m5!3m4!1s0x0:0x71e7f73514e21433!8m2!3d-21.5595!4d175.5976?hl=e",-21.5595, 175.5976,5.5
18,2022-08-31 03:33:01+00:00,earthquakeBot," occurred 84.51mi WNW of Ishikawa, Japan. ","A 5.0 magnitude earthquake occurred 84.51mi WNW of Ishikawa, Japan. Details: https://t.co/mRdy8TUVxY Map: https://t.co/3U3JUQZbua",East China Sea,7QR8XH7M+4J,"https://www.google.com/maps/place/26%C2%B057'46.1%22N+126%C2%B035'02.8%22E/@26.9628,126.5841,344617m/data=!3m1!1e3!4m5!3m4!1s0x0:0xc7f81131bf3f4ce8!8m2!3d26.9628!4d126.5841?hl=e",26.9628, 126.5841,5.0
19,2022-08-30 23:57:01+00:00,earthquakeBot, occurred in Carlsberg Ridge. ,A 5.1 magnitude earthquake occurred in Carlsberg Ridge. Details: https://t.co/SnSL8ka5mk Map: https://t.co/DAM5Xnh4jR,Indian Ocean,6JP4FGV9+RV,"https://www.google.com/maps/place/4%C2%B029'40.2%22N+62%C2%B031'10.9%22E/@4.4945,62.5197,385456m/data=!3m1!1e3!4m5!3m4!1s0x0:0x893db477a295292f!8m2!3d4.4945!4d62.5197?hl=e",4.4945, 62.5197,5.1
20,2022-08-30 14:19:01+00:00,earthquakeBot, occurred in Carlsberg Ridge. ,A 5.2 magnitude earthquake occurred in Carlsberg Ridge. Details: https://t.co/My61jNaO3I Map: https://t.co/0NRXNqv83L,Indian Ocean,6JP4CH3C+QR,"https://www.google.com/maps/place/4%C2%B024'15.8%22N+62%C2%B034'19.2%22E/@4.4044,62.572,385503m/data=!3m1!1e3!4m5!3m4!1s0x0:0x8c5523a2489fe5d4!8m2!3d4.4044!4d62.572?hl=e",4.4044, 62.572,5.2
21,2022-08-30 13:10:01+00:00,earthquakeBot, occurred in Pacific-Antarctic Ridge. ,A 5.5 magnitude earthquake occurred in Pacific-Antarctic Ridge. Details: https://t.co/JmQpi8mrgZ Map: https://t.co/abNf4Akjeb,South Pacific Ocean,34Q5GQ8W+95,"https://www.google.com/maps/place/54%C2%B029'02.8%22S+136%C2%B012'16.6%22W/@-54.4841,-136.2046,224613m/data=!3m1!1e3!4m5!3m4!1s0x0:0x927de2825eb27777!8m2!3d-54.4841!4d-136.2046?hl=e",-54.4841, -136.2046,5.5
22,2022-08-30 09:33:01+00:00,earthquakeBot, occurred in Pacific-Antarctic Ridge. ,A 6.2 magnitude earthquake occurred in Pacific-Antarctic Ridge. Details: https://t.co/dIqav00cU9 Map: https://t.co/tThbqNHpgP,South Pacific Ocean,34Q58R2V+2Q,"https://www.google.com/maps/place/54%C2%B041'59.6%22S+136%C2%B009'20.2%22W/@-54.6999,-136.1556,223426m/data=!3m1!1e3!4m5!3m4!1s0x0:0x28c5fcbb03e495af!8m2!3d-54.6999!4d-136.1556?hl=e",-54.6999, -136.1556,6.2
23,2022-08-29 18:34:01+00:00,earthquakeBot, occurred in south of the Kermadec Islands. ,A 5.8 magnitude earthquake occurred in south of the Kermadec Islands. Details: https://t.co/aMlw8vimzM Map: https://t.co/oNxjGv3ZG3,South Pacific Ocean,42V27WCW+32,"https://www.google.com/maps/place/32%C2%B043'47.3%22S+179%C2%B003'18.0%22W/@-32.7298,-179.055,325257m/data=!3m1!1e3!4m5!3m4!1s0x0:0x1a5481fd9e0b867e!8m2!3d-32.7298!4d-179.055?hl=e",-32.7298, -179.055,5.8
26,2022-08-29 13:07:01+00:00,earthquakeBot," occurred 30.45mi NE of Yigo Village, Guam. ","A 5.8 magnitude earthquake occurred 30.45mi NE of Yigo Village, Guam. Details: https://t.co/O3ZtptZ1bj Map: https://t.co/gj46bQFz7W",North Pacific Ocean,7R57V635+HX,"https://www.google.com/maps/place/13%C2%B051'14.4%22N+145%C2%B012'36.0%22E/@13.854,145.21,375397m/data=!3m1!1e3!4m5!3m4!1s0x0:0xc1c9c4a8e0d2b5c7!8m2!3d13.854!4d145.21?hl=e",13.854, 145.21,5.8
27,2022-08-29 12:39:01+00:00,earthquakeBot," occurred 80.16mi ENE of Naze, Japan. ","A 5.6 magnitude earthquake occurred 80.16mi ENE of Naze, Japan. Details: https://t.co/9OzLq2zEMA Map: https://t.co/I1wJUSuwxx",Philippine Sea,7QWGVMFC+4H,"https://www.google.com/maps/place/28%C2%B052'22.1%22N+130%C2%B040'17.0%22E/@28.8728,130.6714,338582m/data=!3m1!1e3!4m5!3m4!1s0x0:0x9252f530d8d95026!8m2!3d28.8728!4d130.6714?hl=e",28.8728, 130.6714,5.6
29,2022-08-29 05:12:01+00:00,earthquakeBot," occurred 21.75mi N of Goroka, Papua New Guinea. ","A 5.1 magnitude earthquake occurred 21.75mi N of Goroka, Papua New Guinea. Details: https://t.co/aEEpEhpZ8q Map: https://t.co/YfOkFZINeI","Madang Province, Papua New Guinea","69PW+499 Tauya, Papua New Guinea","https://www.google.com/maps/place/5%C2%B045'52.9%22S+145%C2%B023'45.6%22E/@-5.7647,145.396,384689m/data=!3m1!1e3!4m5!3m4!1s0x0:0xd0dcc5465ba8dc6d!8m2!3d-5.7647!4d145.396?hl=e",-5.7647, 145.396,5.1
31,2022-08-29 03:47:01+00:00,earthquakeBot," occurred 105.63mi WSW of Pariaman, Indonesia. ","A 5.9 magnitude earthquake occurred 105.63mi WSW of Pariaman, Indonesia. Details: https://t.co/ql7hg6og7M Map: https://t.co/3RS7b1DJDY",Indian Ocean,"XJRR+WJH Sigapokna, Mentawai Islands Regency, West Sumatra, Indonesia","https://www.google.com/maps/place/1%C2%B000'27.7%22S+98%C2%B038'29.8%22E/@-1.0077,98.6416,386585m/data=!3m1!1e3!4m5!3m4!1s0x0:0x182f90c6f2b45ce0!8m2!3d-1.0077!4d98.6416?hl=e",-1.0077, 98.6416,5.9
