,date,user,region,tweet,location,location_2,map_url,lat,long,magnitude
1,2022-09-24 22:04:01+00:00,earthquakeBot, occurred in South Sandwich Islands region. ,A 5.0 magnitude earthquake occurred in South Sandwich Islands region. Details: https://t.co/l3DYltzwA1 Map: https://t.co/vrNgGy42O2,South Atlantic Ocean,39GPX92G+CC,"https://www.google.com/maps/place/59%C2%B002'56.0%22S+25%C2%B037'26.0%22W/@-59.0489,-25.6239,398336m/data=!3m1!1e3!4m5!3m4!1s0x0:0xd13536fdf9196eb0!8m2!3d-59.0489!4d-25.6239?hl=e",-59.0489, -25.6239,5.0
3,2022-09-24 19:59:01+00:00,earthquakeBot, occurred in Vanuatu. ,A 5.0 magnitude earthquake occurred in Vanuatu. Details: https://t.co/rCpzRL55jb Map: https://t.co/XoYpoO0aHn,"Big Bay, Vanuatu","XX56+2GM Lavatavo, Vanuatu","https://www.google.com/maps/place/15%C2%B002'32.6%22S+166%C2%B057'40.7%22E/@-15.0424,166.9613,373986m/data=!3m1!1e3!4m5!3m4!1s0x0:0x3f51f3f3b433a5fc!8m2!3d-15.0424!4d166.9613?hl=e",-15.0424, 166.9613,5.0
4,2022-09-24 17:39:01+00:00,earthquakeBot, occurred in Mauritius - Reunion region. ,A 5.0 magnitude earthquake occurred in Mauritius - Reunion region. Details: https://t.co/IYPh0ddR70 Map: https://t.co/2sA6qSKam5,Indian Ocean,5JF8WFW4+9X,"https://www.google.com/maps/place/20%C2%B003'14.4%22S+66%C2%B027'27.0%22E/@-20.054,66.4575,363776m/data=!3m1!1e3!4m5!3m4!1s0x0:0x8719087ade609a78!8m2!3d-20.054!4d66.4575?hl=e",-20.054, 66.4575,5.0
5,2022-09-23 23:08:01+00:00,earthquakeBot," occurred 96.93mi WNW of Ancud, Chile. ","A 6.1 magnitude earthquake occurred 96.93mi WNW of Ancud, Chile. Details: https://t.co/9hqkOtUklU Map: https://t.co/XPRO9glqbX",South Pacific Ocean,47C6JC99+W5,"https://www.google.com/maps/place/41%C2%B022'48.7%22S+75%C2%B034'55.2%22W/@-41.3802,-75.582,290573m/data=!3m1!1e3!4m5!3m4!1s0x0:0x32f757c7ecd3e39b!8m2!3d-41.3802!4d-75.582?hl=e",-41.3802, -75.582,6.1
7,2022-09-23 21:12:01+00:00,earthquakeBot, occurred in Banda Sea. ,A 5.2 magnitude earthquake occurred in Banda Sea. Details: https://t.co/KEaaxc83PN Map: https://t.co/xFELWl5su4,Banda Sea,6Q67VH8X+RC,"https://www.google.com/maps/place/5%C2%B007'58.4%22S+125%C2%B035'55.0%22E/@-5.1329,125.5986,385702m/data=!3m1!1e3!4m5!3m4!1s0x0:0xa29a8c48ec37e2cf!8m2!3d-5.1329!4d125.5986?hl=e",-5.1329, 125.5986,5.2
8,2022-09-23 21:08:01+00:00,earthquakeBot, occurred in off the west coast of northern Sumatra. ,A 6.2 magnitude earthquake occurred in off the west coast of northern Sumatra. Details: https://t.co/gk6ewZQeJt Map: https://t.co/sCu2t7l8Mz,Indian Ocean,6MMQRX5P+WV,"https://www.google.com/maps/place/3%C2%B048'35.3%22N+95%C2%B059'13.9%22E/@3.8098,95.9872,386400m/data=!3m1!1e3!4m5!3m4!1s0x0:0x7ec6ed7e49041dd0!8m2!3d3.8098!4d95.9872?hl=e",3.8098, 95.9872,6.2
9,2022-09-23 19:20:02+00:00,earthquakeBot, occurred in Fiji region. ,A 5.4 magnitude earthquake occurred in Fiji region. Details: https://t.co/0mWydLApHD Map: https://t.co/8jErXGw4IY,South Pacific Ocean,52C2JPCP+6J,"https://www.google.com/maps/place/21%C2%B022'45.8%22S+179%C2%B015'48.6%22W/@-21.3794,-179.2635,360607m/data=!3m1!1e3!4m5!3m4!1s0x0:0x3a110c65608fc88d!8m2!3d-21.3794!4d-179.2635?hl=e",-21.3794, -179.2635,5.4
10,2022-09-23 18:42:01+00:00,earthquakeBot," occurred 1.86mi WNW of La Placita de Morelos, Mexico. ","A 5.2 magnitude earthquake occurred 1.86mi WNW of La Placita de Morelos, Mexico. Details: https://t.co/gIgd7jbPAX Map: https://t.co/LRAaidxpi5","Aquila, Michoacán, Mexico","G9XP+69R Оскар Вердуско, Michoacán, Mexico","https://www.google.com/maps/place/18%C2%B032'53.2%22N+103%C2%B036'50.8%22W/@18.5481,-103.6141,367140m/data=!3m1!1e3!4m5!3m4!1s0x0:0x81622a0955bb9bf5!8m2!3d18.5481!4d-103.6141?hl=e",18.5481, -103.6141,5.2
11,2022-09-23 12:54:02+00:00,earthquakeBot," occurred 60.89mi WNW of Kandrian, Papua New Guinea. ","A 5.4 magnitude earthquake occurred 60.89mi WNW of Kandrian, Papua New Guinea. Details: https://t.co/ulOCgBJITZ Map: https://t.co/j3T3UWb9Ho","Islands Region, Papua New Guinea","2M3P+PRH Iungpun, Papua New Guinea","https://www.google.com/maps/place/5%C2%B059'44.5%22S+148%C2%B041'13.6%22E/@-5.9957,148.6871,385137m/data=!3m1!1e3!4m5!3m4!1s0x0:0x9f93368c4f5b595a!8m2!3d-5.9957!4d148.6871?hl=e",-5.9957, 148.6871,5.4
12,2022-09-22 17:25:01+00:00,earthquakeBot," occurred 70.21mi NNE of Hihifo, Tonga. ","A 5.2 magnitude earthquake occurred 70.21mi NNE of Hihifo, Tonga. Details: https://t.co/vAOrMef5Hl Map: https://t.co/QNRNomxj8f",South Pacific Ocean,52Q82FV2+M2,"https://www.google.com/maps/place/14%C2%B057'20.9%22S+173%C2%B033'00.0%22W/@-14.9558,-173.55,374137m/data=!3m1!1e3!4m5!3m4!1s0x0:0x1267a09ab5762ccc!8m2!3d-14.9558!4d-173.55?hl=e",-14.9558, -173.55,5.2
17,2022-09-22 09:26:01+00:00,earthquakeBot," occurred 36.66mi N of Picton, New Zealand. ","A 5.2 magnitude earthquake occurred 36.66mi N of Picton, New Zealand. Details: https://t.co/uSrlK5CfGx Map: https://t.co/6kaiM9CJEm",Tasman Sea,4VFP63RX+37,"https://www.google.com/maps/place/40%C2%B045'35.3%22S+174%C2%B005'53.5%22E/@-40.7598,174.0982,293328m/data=!3m1!1e3!4m5!3m4!1s0x0:0xd4ead910c52408e!8m2!3d-40.7598!4d174.0982?hl=e",-40.7598, 174.0982,5.2
21,2022-09-22 06:27:02+00:00,earthquakeBot," occurred in Michoacan, Mexico. ","A 7.0 magnitude earthquake occurred in Michoacan, Mexico. Details: https://t.co/m5l5bahGnH Map: https://t.co/X5DSfAgXo0","Coalcomán de Vázquez Pallares, Michoacán, Mexico","C36X+CX5 El Salto, Michoacán, Mexico","https://www.google.com/maps/place/18%C2%B024'39.6%22N+102%C2%B054'00.0%22W/@18.411,-102.9,367434m/data=!3m1!1e3!4m5!3m4!1s0x0:0xcb02077cfcc6b7f4!8m2!3d18.411!4d-102.9?hl=e",18.411, -102.9,7.0
22,2022-09-21 22:41:01+00:00,earthquakeBot," occurred 42.25mi SSE of Hasaki, Japan. ","A 5.0 magnitude earthquake occurred 42.25mi SSE of Hasaki, Japan. Details: https://t.co/mFMK5ZxI9A Map: https://t.co/Uw6PNgfvP2",North Pacific Ocean,8R73666V+32,"https://www.google.com/maps/place/35%C2%B012'36.7%22N+141%C2%B014'33.4%22E/@35.2102,141.2426,316404m/data=!3m1!1e3!4m5!3m4!1s0x0:0x4a7dbf331c1551dd!8m2!3d35.2102!4d141.2426?hl=e",35.2102, 141.2426,5.0
23,2022-09-21 18:14:01+00:00,earthquakeBot," occurred 4.35mi SE of Khowy, Iran. ","A 5.1 magnitude earthquake occurred 4.35mi SE of Khowy, Iran. Details: https://t.co/n1Lnf7DIm6 Map: https://t.co/tPJq1Ai33d","West Azerbaijan Province, Iran","F2V4+2H5 Ağca Qışlaq, West Azerbaijan Province, Iran","https://www.google.com/maps/place/38%C2%B029'33.0%22N+45%C2%B000'23.4%22E/@38.4925,45.0065,303101m/data=!3m1!1e3!4m5!3m4!1s0x0:0xc551cbe93050a2e4!8m2!3d38.4925!4d45.0065?hl=e",38.4925, 45.0065,5.1
24,2022-09-21 12:15:02+00:00,earthquakeBot," occurred in Pulau Pulau Tanimbar, Indonesia. ","A 5.0 magnitude earthquake occurred in Pulau Pulau Tanimbar, Indonesia. Details: https://t.co/lYQJ5krJUO Map: https://t.co/UK8lZhGGNf",Banda Sea,6Q5HW2V5+R7,"https://www.google.com/maps/place/6%C2%B003'19.8%22S+131%C2%B000'29.5%22E/@-6.0555,131.0082,385095m/data=!3m1!1e3!4m5!3m4!1s0x0:0x95bc1c2bafaef701!8m2!3d-6.0555!4d131.0082?hl=e",-6.0555, 131.0082,5.0
25,2022-09-21 09:49:01+00:00,earthquakeBot," occurred 85.75mi N of Lae, Papua New Guinea. ","A 5.7 magnitude earthquake occurred 85.75mi N of Lae, Papua New Guinea. Details: https://t.co/E64czO6c3X Map: https://t.co/15OxpeWttr","Vitiaz Strait, Papua New Guinea","G2HG+W69 Matafum, Papua New Guinea","https://www.google.com/maps/place/5%C2%B028'12.7%22S+147%C2%B001'32.2%22E/@-5.4702,147.0256,385492m/data=!3m1!1e3!4m5!3m4!1s0x0:0x76af639733652604!8m2!3d-5.4702!4d147.0256?hl=e",-5.4702, 147.0256,5.7
26,2022-09-20 23:05:01+00:00,earthquakeBot," occurred 114.33mi WSW of Pariaman, Indonesia. ","A 5.0 magnitude earthquake occurred 114.33mi WSW of Pariaman, Indonesia. Details: https://t.co/RS1vj36Wga Map: https://t.co/d7R4E3MBvx","West Sumatra, Indonesia","QHMG+M9C Simalegi, Mentawai Islands Regency, West Sumatra, Indonesia","https://www.google.com/maps/place/1%C2%B012'56.9%22S+98%C2%B034'33.2%22E/@-1.2158,98.5759,387168m/data=!3m1!1e3!4m5!3m4!1s0x0:0x29d191a1ea382393!8m2!3d-1.2158!4d98.5759?hl=e",-1.2158, 98.5759,5.0
27,2022-09-20 19:09:01+00:00,earthquakeBot, occurred in South Sandwich Islands region. ,A 5.1 magnitude earthquake occurred in South Sandwich Islands region. Details: https://t.co/KpPY3va2nz Map: https://t.co/fXhqVyJ6qe,South Atlantic Ocean,39PJ7G3J+XM,"https://www.google.com/maps/place/55%C2%B044'42.4%22S+27%C2%B028'05.9%22W/@-55.7451,-27.4683,217977m/data=!3m1!1e3!4m5!3m4!1s0x0:0x70f5a0fc26995f2a!8m2!3d-55.7451!4d-27.4683?hl=e",-55.7451, -27.4683,5.1
28,2022-09-20 18:44:01+00:00,earthquakeBot," occurred 157.21mi ESE of Ust’-Kamchatsk Staryy, Russia. ","A 6.0 magnitude earthquake occurred 157.21mi ESE of Ust’-Kamchatsk Staryy, Russia. Details: https://t.co/n4uuHoWTi6 Map: https://t.co/Ru7T6tERBD",Bering Sea,9V78G8JQ+QQ,"https://www.google.com/maps/place/55%C2%B031'55.2%22N+166%C2%B020'21.8%22E/@55.532,166.3394,219166m/data=!3m1!1e3!4m5!3m4!1s0x0:0x37368fef284e495e!8m2!3d55.532!4d166.3394?hl=e",55.532, 166.3394,6.0
29,2022-09-20 08:38:01+00:00,earthquakeBot," occurred 5.59mi SE of La Placita de Morelos, Mexico. ","A 5.9 magnitude earthquake occurred 5.59mi SE of La Placita de Morelos, Mexico. Details: https://t.co/PIxpDzj4uf Map: https://t.co/IOv5zcPmRZ","Aquila, Michoacán, Mexico","FFCF+Q3W El Duin, Michoacán, Mexico","https://www.google.com/maps/place/18%C2%B028'19.2%22N+103%C2%B031'38.3%22W/@18.472,-103.5273,367303m/data=!3m1!1e3!4m5!3m4!1s0x0:0x330fbfd0b2df4d1f!8m2!3d18.472!4d-103.5273?hl=e",18.472, -103.5273,5.9
30,2022-09-20 04:51:01+00:00,earthquakeBot," occurred 47.22mi NE of Norsup, Vanuatu. ","A 5.1 magnitude earthquake occurred 47.22mi NE of Norsup, Vanuatu. Details: https://t.co/1QWoa7dN8o Map: https://t.co/rnc5HQIiG2",Coral Sea,"CVGW+X9R Lolovélé, Vanuatu","https://www.google.com/maps/place/15%C2%B034'21.0%22S+167%C2%B053'45.2%22E/@-15.5725,167.8959,373040m/data=!3m1!1e3!4m5!3m4!1s0x0:0x39d5d900ed3c3daa!8m2!3d-15.5725!4d167.8959?hl=e",-15.5725, 167.8959,5.1
32,2022-09-19 19:51:01+00:00,earthquakeBot," occurred 16.78mi WSW of La Placita de Morelos, Mexico. ","A 5.3 magnitude earthquake occurred 16.78mi WSW of La Placita de Morelos, Mexico. Details: https://t.co/TokHJ0pZP4 Map: https://t.co/ZfuiKjNe92",North Pacific Ocean,75CRF597+5P,"https://www.google.com/maps/place/18%C2%B028'04.4%22N+103%C2%B050'08.5%22W/@18.4679,-103.8357,367312m/data=!3m1!1e3!4m5!3m4!1s0x0:0xa22b7058200f3d42!8m2!3d18.4679!4d-103.8357?hl=e",18.4679, -103.8357,5.3
33,2022-09-19 18:51:02+00:00,earthquakeBot, occurred in Mid-Indian Ridge. ,A 5.6 magnitude earthquake occurred in Mid-Indian Ridge. Details: https://t.co/PXbv6lK64A Map: https://t.co/7SP0MWLfAp,Indian Ocean,4JMW4HF2+PF,"https://www.google.com/maps/place/36%C2%B052'32.5%22S+78%C2%B033'04.3%22E/@-36.8757,78.5512,309781m/data=!3m1!1e3!4m5!3m4!1s0x0:0x721691997a43f724!8m2!3d-36.8757!4d78.5512?hl=e",-36.8757, 78.5512,5.6
41,2022-09-19 18:11:01+00:00,earthquakeBot," occurred 28.58mi SSE of La Placita de Morelos, Mexico. ","A 7.5 magnitude earthquake occurred 28.58mi SSE of La Placita de Morelos, Mexico. Details: https://t.co/t66DtxhUa4 Map: https://t.co/CTUKKo1np0",North Pacific Ocean,"5JCR+9CR Maruata, Michoacán, Mexico","https://www.google.com/maps/place/18%C2%B010'15.6%22N+103%C2%B021'32.4%22W/@18.171,-103.359,367943m/data=!3m1!1e3!4m5!3m4!1s0x0:0xefb7ee0526a355ca!8m2!3d18.171!4d-103.359?hl=e",18.171, -103.359,7.5
42,2022-09-19 17:01:02+00:00,earthquakeBot, occurred in Mid-Indian Ridge. ,A 5.9 magnitude earthquake occurred in Mid-Indian Ridge. Details: https://t.co/ih43JTwiYf Map: https://t.co/tSaAfMOTTa,Indian Ocean,4JMW27WG+88,"https://www.google.com/maps/place/36%C2%B057'15.1%22S+78%C2%B016'32.9%22E/@-36.9542,78.2758,309462m/data=!3m1!1e3!4m5!3m4!1s0x0:0x91399fc39424a35c!8m2!3d-36.9542!4d78.2758?hl=e",-36.9542, 78.2758,5.9
