,id,date,time,location,filtered_location,lat,long,magnitude
0,2022-08-23ID2,2022-08-23,20:08:01,Indian Ocean,Indian Ocean,-6.2871,103.6729,5.1
1,2022-08-23ID5,2022-08-23,19:02:02,South Pacific Ocean,South Pacific Ocean,-62.1751,161.4247,5.8
2,2022-08-23ID7,2022-08-23,16:47:01,South Pacific Ocean,South Pacific Ocean,-20.8281,-173.4103,5.2
3,2022-08-23ID9,2022-08-23,14:52:01,Indian Ocean,Indian Ocean,-5.0755,103.1012,6.0
4,2022-08-23ID11,2022-08-23,13:57:01,Banda Sea,Banda Sea,-5.3913,131.3951,5.0
5,2022-08-23ID14,2022-08-23,12:14:02,South Pacific Ocean,South Pacific Ocean,-62.5512,-158.9885,5.4
6,2022-08-23ID15,2022-08-23,10:47:01,South Pacific Ocean,South Pacific Ocean,-62.7179,-158.7608,5.2
7,2022-08-22ID18,2022-08-22,08:55:01,Indian Ocean,Indian Ocean,-9.0889,115.5827,5.5
8,2022-08-22ID19,2022-08-22,08:22:01,South Atlantic Ocean,South Atlantic Ocean,-0.9625,-24.6462,5.1
9,2022-08-22ID21,2022-08-22,03:10:02,East China Sea,East China Sea,25.2069,123.5946,5.3
10,2022-08-21ID23,2022-08-21,15:48:01,North Atlantic Ocean,North Atlantic Ocean,60.6106,-28.6769,5.1
11,2022-08-19ID26,2022-08-19,18:17:02,South Atlantic Ocean,South Atlantic Ocean,-57.9983,-25.7068,5.2
12,2022-08-19ID29,2022-08-19,11:27:01,South Atlantic Ocean,South Atlantic Ocean,-20.5094,-11.7191,5.2
13,2022-08-19ID30,2022-08-19,05:25:01,South Atlantic Ocean,South Atlantic Ocean,-56.1713,-27.3639,5.3
14,2022-08-19ID32,2022-08-19,03:02:01,South Atlantic Ocean,South Atlantic Ocean,-20.4496,-11.7901,5.1
15,2022-08-18ID34,2022-08-18,21:54:01,South Atlantic Ocean,South Atlantic Ocean,-20.2238,-12.4116,5.1
16,2022-08-18ID36,2022-08-18,18:03:01,South Pacific Ocean,South Pacific Ocean,-22.2898,171.6659,5.0
17,2022-08-18ID39,2022-08-18,08:02:02,Molucca Sea,Molucca Sea,0.3403,124.3752,5.4
18,2022-08-18ID40,2022-08-18,06:09:01,North Pacific Ocean,North Pacific Ocean,37.6284,141.6741,5.1
19,2022-08-18ID42,2022-08-18,02:28:01,"Requinoa, O'Higgins, Chile",Chile,-34.3475,-70.5794,5.3
20,2022-08-17ID45,2022-08-17,13:14:01,Banda Sea,Banda Sea,-7.0096,125.4748,5.5
21,2022-08-17ID46,2022-08-17,04:44:01,North Pacific Ocean,North Pacific Ocean,33.1659,141.6785,5.4
22,2022-08-17ID48,2022-08-17,02:07:02,North Pacific Ocean,North Pacific Ocean,56.066,-155.957,5.2
