,id,date,time,location,filtered_location,lat,long,magnitude
0,2022-08-27ID2,2022-08-27,18:48:02,"Ampalioc, Luba, Abra, Philippines",Philippines,17.3314,120.7572,5.2
1,2022-08-26ID4,2022-08-26,16:27:01,Coral Sea,Coral Sea,-14.4944,167.2935,5.1
2,2022-08-25ID7,2022-08-25,03:40:02,Indian Ocean,Indian Ocean,-4.7074,101.7568,5.0
3,2022-08-24ID9,2022-08-24,23:05:01,Pacific Ocean,Pacific Ocean,47.8584,153.7172,5.1
4,2022-08-24ID12,2022-08-24,15:54:02,Coral Sea,Coral Sea,-19.9047,168.7535,5.2
5,2022-08-24ID14,2022-08-24,12:29:01,"Calama, Antofagasta, Chile",Chile,-21.9825,-68.4982,5.4
6,2022-08-23ID16,2022-08-23,20:08:01,Indian Ocean,Indian Ocean,-6.2871,103.6729,5.1
7,2022-08-23ID19,2022-08-23,19:02:02,South Pacific Ocean,South Pacific Ocean,-62.1751,161.4247,5.8
8,2022-08-23ID21,2022-08-23,16:47:01,South Pacific Ocean,South Pacific Ocean,-20.8281,-173.4103,5.2
9,2022-08-23ID23,2022-08-23,14:52:01,Indian Ocean,Indian Ocean,-5.0755,103.1012,6.0
10,2022-08-23ID25,2022-08-23,13:57:01,Banda Sea,Banda Sea,-5.3913,131.3951,5.0
11,2022-08-23ID28,2022-08-23,12:14:02,South Pacific Ocean,South Pacific Ocean,-62.5512,-158.9885,5.4
12,2022-08-23ID29,2022-08-23,10:47:01,South Pacific Ocean,South Pacific Ocean,-62.7179,-158.7608,5.2
13,2022-08-22ID32,2022-08-22,08:55:01,Indian Ocean,Indian Ocean,-9.0889,115.5827,5.5
14,2022-08-22ID33,2022-08-22,08:22:01,South Atlantic Ocean,South Atlantic Ocean,-0.9625,-24.6462,5.1
15,2022-08-22ID35,2022-08-22,03:10:02,East China Sea,East China Sea,25.2069,123.5946,5.3
16,2022-08-21ID37,2022-08-21,15:48:01,North Atlantic Ocean,North Atlantic Ocean,60.6106,-28.6769,5.1
