,id,date,time,location,filtered_location,lat,long,magnitude
0,2022-09-25ID1,2022-09-25,21:50:02,Caribbean Sea,Caribbean Sea,15.8295,-88.3532,5.1
1,2022-09-25ID2,2022-09-25,15:44:02,"Hormozgan Province, Iran",Iran,27.6878,56.4581,5.0
2,2022-09-25ID3,2022-09-25,11:37:01,Philippine Sea,Philippine Sea,4.3296,126.1082,5.1
3,2022-09-24ID4,2022-09-24,22:04:01,South Atlantic Ocean,South Atlantic Ocean,-59.0489,-25.6239,5.0
4,2022-09-24ID6,2022-09-24,19:59:01,"Big Bay, Vanuatu",Vanuatu,-15.0424,166.9613,5.0
5,2022-09-24ID7,2022-09-24,17:39:01,Indian Ocean,Indian Ocean,-20.054,66.4575,5.0
6,2022-09-23ID8,2022-09-23,23:08:01,South Pacific Ocean,South Pacific Ocean,-41.3802,-75.582,6.1
7,2022-09-23ID10,2022-09-23,21:12:01,Banda Sea,Banda Sea,-5.1329,125.5986,5.2
8,2022-09-23ID11,2022-09-23,21:08:01,Indian Ocean,Indian Ocean,3.8098,95.9872,6.2
9,2022-09-23ID12,2022-09-23,19:20:02,South Pacific Ocean,South Pacific Ocean,-21.3794,-179.2635,5.4
10,2022-09-23ID13,2022-09-23,18:42:01,"Aquila, Michoacán, Mexico",Mexico,18.5481,-103.6141,5.2
11,2022-09-23ID14,2022-09-23,12:54:02,"Islands Region, Papua New Guinea",Guinea,-5.9957,148.6871,5.4
12,2022-09-22ID15,2022-09-22,17:25:01,South Pacific Ocean,South Pacific Ocean,-14.9558,-173.55,5.2
13,2022-09-22ID20,2022-09-22,09:26:01,Tasman Sea,Tasman Sea,-40.7598,174.0982,5.2
14,2022-09-22ID24,2022-09-22,06:27:02,"Coalcomán de Vázquez Pallares, Michoacán, Mexico",Mexico,18.411,-102.9,7.0
15,2022-09-21ID25,2022-09-21,22:41:01,North Pacific Ocean,North Pacific Ocean,35.2102,141.2426,5.0
16,2022-09-21ID26,2022-09-21,18:14:01,"West Azerbaijan Province, Iran",Iran,38.4925,45.0065,5.1
17,2022-09-21ID27,2022-09-21,12:15:02,Banda Sea,Banda Sea,-6.0555,131.0082,5.0
18,2022-09-21ID28,2022-09-21,09:49:01,"Vitiaz Strait, Papua New Guinea",Guinea,-5.4702,147.0256,5.7
19,2022-09-20ID29,2022-09-20,23:05:01,"West Sumatra, Indonesia",Indonesia,-1.2158,98.5759,5.0
20,2022-09-20ID30,2022-09-20,19:09:01,South Atlantic Ocean,South Atlantic Ocean,-55.7451,-27.4683,5.1
21,2022-09-20ID31,2022-09-20,18:44:01,Bering Sea,Bering Sea,55.532,166.3394,6.0
22,2022-09-20ID32,2022-09-20,08:38:01,"Aquila, Michoacán, Mexico",Mexico,18.472,-103.5273,5.9
23,2022-09-20ID33,2022-09-20,04:51:01,Coral Sea,Coral Sea,-15.5725,167.8959,5.1
24,2022-09-19ID35,2022-09-19,19:51:01,North Pacific Ocean,North Pacific Ocean,18.4679,-103.8357,5.3
25,2022-09-19ID36,2022-09-19,18:51:02,Indian Ocean,Indian Ocean,-36.8757,78.5512,5.6
26,2022-09-19ID44,2022-09-19,18:11:01,North Pacific Ocean,North Pacific Ocean,18.171,-103.359,7.5
27,2022-09-19ID45,2022-09-19,17:01:02,Indian Ocean,Indian Ocean,-36.9542,78.2758,5.9
28,2022-09-19ID47,2022-09-19,04:49:01,Bismarck Sea,Bismarck Sea,-5.4202,146.5834,5.0
29,2022-09-19ID48,2022-09-19,02:25:01,"981, Taiwan, Hualien County, Yuli Township, 松浦里",松浦里,23.4025,121.408,5.5
