,id,lat,long,country,geom_data
0,2022-09-24ID1,-59.0489,-25.6239,South Atlantic Ocean,"-59.0489,-25.6239"
1,2022-09-24ID3,-15.0424,166.9613,Vanuatu,"-15.0424,166.9613"
2,2022-09-24ID4,-20.054,66.4575,Indian Ocean,"-20.054,66.4575"
3,2022-09-23ID5,-41.3802,-75.582,South Pacific Ocean,"-41.3802,-75.582"
4,2022-09-23ID7,-5.1329,125.5986,Indonesia,"-5.1329,125.5986"
5,2022-09-23ID8,3.8098,95.9872,Indonesia,"3.8098,95.9872"
6,2022-09-23ID9,-21.3794,-179.2635,South Pacific Ocean,"-21.3794,-179.2635"
7,2022-09-23ID10,18.5481,-103.6141,México,"18.5481,-103.6141"
8,2022-09-23ID11,-5.9957,148.6871,Papua Niugini,"-5.9957,148.6871"
9,2022-09-22ID12,-14.9558,-173.55,South Pacific Ocean,"-14.9558,-173.55"
10,2022-09-22ID17,-40.7598,174.0982,New Zealand / Aotearoa,"-40.7598,174.0982"
11,2022-09-22ID21,18.411,-102.9,México,"18.411,-102.9"
12,2022-09-21ID22,35.2102,141.2426,North Pacific Ocean,"35.2102,141.2426"
13,2022-09-21ID23,38.4925,45.0065,ایران,"38.4925,45.0065"
14,2022-09-21ID24,-6.0555,131.0082,Indonesia,"-6.0555,131.0082"
15,2022-09-21ID25,-5.4702,147.0256,Papua Niugini,"-5.4702,147.0256"
16,2022-09-20ID26,-1.2158,98.5759,Indonesia,"-1.2158,98.5759"
17,2022-09-20ID27,-55.7451,-27.4683,South Atlantic Ocean,"-55.7451,-27.4683"
18,2022-09-20ID28,55.532,166.3394,Bering Sea,"55.532,166.3394"
19,2022-09-20ID29,18.472,-103.5273,México,"18.472,-103.5273"
20,2022-09-20ID30,-15.5725,167.8959,Vanuatu,"-15.5725,167.8959"
21,2022-09-19ID32,18.4679,-103.8357,México,"18.4679,-103.8357"
22,2022-09-19ID33,-36.8757,78.5512,Indian Ocean,"-36.8757,78.5512"
23,2022-09-19ID41,18.171,-103.359,México,"18.171,-103.359"
24,2022-09-19ID42,-36.9542,78.2758,Indian Ocean,"-36.9542,78.2758"
25,2022-09-19ID44,-5.4202,146.5834,Papua Niugini,"-5.4202,146.5834"
26,2022-09-19ID45,23.4025,121.408,臺灣,"23.4025,121.408"
27,2022-09-18ID47,26.232,126.0445,East China Sea,"26.232,126.0445"
28,2022-09-18ID48,-10.8151,164.2384,Coral Sea,"-10.8151,164.2384"
29,2022-09-18ID49,23.1987,121.2979,臺灣,"23.1987,121.2979"
30,2022-09-18ID51,23.0634,121.2995,臺灣,"23.0634,121.2995"
31,2022-09-18ID52,26.3351,126.0564,East China Sea,"26.3351,126.0564"
32,2022-09-18ID53,26.2527,126.0142,East China Sea,"26.2527,126.0142"
33,2022-09-18ID54,23.0785,121.2325,臺灣,"23.0785,121.2325"
34,2022-09-18ID58,23.0886,121.315,臺灣,"23.0886,121.315"
35,2022-09-18ID59,23.111,121.255,臺灣,"23.111,121.255"
36,2022-09-18ID60,23.1286,121.2723,臺灣,"23.1286,121.2723"
