,id,date,time,magnitude
0,2022-11-19ID1,2022-11-19,20:21:01,5.1
1,2022-11-19ID2,2022-11-19,18:49:02,5.0
2,2022-11-19ID3,2022-11-19,17:30:01,5.3
3,2022-11-19ID4,2022-11-19,14:41:01,5.2
4,2022-11-19ID5,2022-11-19,02:40:01,5.1
5,2022-11-19ID6,2022-11-19,01:06:02,5.3
6,2022-11-18ID8,2022-11-18,17:49:01,5.0
7,2022-11-18ID9,2022-11-18,14:25:01,5.4
8,2022-11-18ID10,2022-11-18,13:57:01,6.9
9,2022-11-18ID11,2022-11-18,12:00:02,5.0
10,2022-11-18ID12,2022-11-18,08:52:01,5.0
11,2022-11-18ID13,2022-11-18,06:55:01,5.3
12,2022-11-18ID14,2022-11-18,01:30:02,5.0
13,2022-11-18ID16,2022-11-18,00:06:06,5.0
14,2022-11-17ID17,2022-11-17,14:19:02,5.2
15,2022-11-17ID19,2022-11-17,11:40:02,5.4
16,2022-11-17ID20,2022-11-17,07:14:02,5.1
17,2022-11-17ID22,2022-11-17,04:40:02,5.2
18,2022-11-17ID23,2022-11-17,00:49:01,5.1
19,2022-11-16ID24,2022-11-16,22:45:02,5.9
20,2022-11-16ID29,2022-11-16,21:43:02,5.3
21,2022-11-16ID30,2022-11-16,09:41:01,5.1
22,2022-11-16ID31,2022-11-16,06:22:01,5.5
23,2022-11-15ID32,2022-11-15,21:38:01,5.2
24,2022-11-15ID33,2022-11-15,21:34:02,5.0
25,2022-11-15ID34,2022-11-15,17:43:02,5.0
26,2022-11-15ID35,2022-11-15,07:19:01,5.0
27,2022-11-14ID36,2022-11-14,15:21:02,5.5
28,2022-11-14ID37,2022-11-14,08:29:01,6.1
29,2022-11-14ID38,2022-11-14,05:21:01,6.1
30,2022-11-14ID39,2022-11-14,04:26:01,5.0
31,2022-11-14ID40,2022-11-14,01:33:01,5.1
32,2022-11-13ID41,2022-11-13,22:43:02,5.0
33,2022-11-13ID42,2022-11-13,15:30:01,5.2
34,2022-11-13ID43,2022-11-13,08:39:01,5.1
35,2022-11-13ID44,2022-11-13,04:17:02,5.0
36,2022-11-13ID45,2022-11-13,03:18:01,5.0
37,2022-11-13ID46,2022-11-13,02:46:01,5.7
38,2022-11-13ID47,2022-11-13,02:45:01,6.4
39,2022-11-13ID48,2022-11-13,02:06:01,5.1
