,id,date,time,magnitude
0,2022-08-27ID2,2022-08-27,18:48:02,5.2
1,2022-08-26ID4,2022-08-26,16:27:01,5.1
2,2022-08-25ID7,2022-08-25,03:40:02,5.0
3,2022-08-24ID9,2022-08-24,23:05:01,5.1
4,2022-08-24ID12,2022-08-24,15:54:02,5.2
5,2022-08-24ID14,2022-08-24,12:29:01,5.4
6,2022-08-23ID16,2022-08-23,20:08:01,5.1
7,2022-08-23ID19,2022-08-23,19:02:02,5.8
8,2022-08-23ID21,2022-08-23,16:47:01,5.2
9,2022-08-23ID23,2022-08-23,14:52:01,6.0
10,2022-08-23ID25,2022-08-23,13:57:01,5.0
11,2022-08-23ID28,2022-08-23,12:14:02,5.4
12,2022-08-23ID29,2022-08-23,10:47:01,5.2
13,2022-08-22ID32,2022-08-22,08:55:01,5.5
14,2022-08-22ID33,2022-08-22,08:22:01,5.1
15,2022-08-22ID35,2022-08-22,03:10:02,5.3
16,2022-08-21ID37,2022-08-21,15:48:01,5.1
