,id,date,time,magnitude
0,2022-09-17ID1,2022-09-17,15:02:01,5.5
1,2022-09-17ID2,2022-09-17,14:53:01,5.1
2,2022-09-17ID4,2022-09-17,13:59:01,5.1
3,2022-09-17ID5,2022-09-17,13:52:01,6.6
4,2022-09-17ID6,2022-09-17,06:43:01,5.1
5,2022-09-17ID7,2022-09-17,05:44:01,5.2
6,2022-09-17ID8,2022-09-17,00:27:01,5.3
7,2022-09-17ID9,2022-09-17,00:16:01,5.5
8,2022-09-16ID10,2022-09-16,16:37:01,5.2
9,2022-09-16ID11,2022-09-16,04:57:01,5.1
10,2022-09-15ID13,2022-09-15,23:17:01,5.0
11,2022-09-15ID14,2022-09-15,14:15:01,5.1
12,2022-09-15ID15,2022-09-15,02:51:01,5.1
13,2022-09-14ID20,2022-09-14,11:12:01,7.0
14,2022-09-14ID21,2022-09-14,08:59:01,5.2
15,2022-09-14ID23,2022-09-14,05:18:02,6.0
16,2022-09-14ID25,2022-09-14,04:26:02,5.5
17,2022-09-13ID28,2022-09-13,21:21:02,5.1
18,2022-09-13ID29,2022-09-13,19:04:02,5.2
19,2022-09-13ID30,2022-09-13,18:56:01,5.1
20,2022-09-13ID31,2022-09-13,09:25:01,5.0
21,2022-09-13ID32,2022-09-13,03:58:01,5.0
22,2022-09-12ID33,2022-09-12,15:20:02,5.2
23,2022-09-12ID34,2022-09-12,08:35:02,5.6
24,2022-09-12ID35,2022-09-12,05:15:01,5.0
25,2022-09-11ID36,2022-09-11,21:41:02,5.0
26,2022-09-11ID37,2022-09-11,09:28:02,5.5
27,2022-09-11ID40,2022-09-11,04:35:01,5.4
28,2022-09-11ID45,2022-09-11,01:03:01,5.0
