,id,date,time,magnitude
0,2022-11-12ID1,2022-11-12,15:05:01,5.0
1,2022-11-12ID2,2022-11-12,14:46:01,5.3
2,2022-11-12ID3,2022-11-12,13:38:01,5.2
3,2022-11-12ID4,2022-11-12,11:05:01,5.0
4,2022-11-12ID5,2022-11-12,07:47:01,5.1
5,2022-11-12ID6,2022-11-12,07:17:01,6.7
6,2022-11-12ID7,2022-11-12,04:58:01,5.8
7,2022-11-11ID9,2022-11-11,17:53:02,5.3
8,2022-11-11ID10,2022-11-11,15:22:01,5.0
9,2022-11-11ID11,2022-11-11,14:50:02,5.3
10,2022-11-11ID12,2022-11-11,12:50:01,5.0
11,2022-11-11ID13,2022-11-11,12:19:01,5.1
12,2022-11-11ID14,2022-11-11,11:55:01,5.0
13,2022-11-10ID16,2022-11-10,10:45:02,5.2
14,2022-11-10ID18,2022-11-10,05:21:01,5.4
15,2022-11-09ID19,2022-11-09,18:09:01,5.1
16,2022-11-09ID20,2022-11-09,10:27:02,6.5
17,2022-11-09ID22,2022-11-09,10:02:01,7.0
18,2022-11-09ID23,2022-11-09,09:47:02,6.7
19,2022-11-09ID24,2022-11-09,09:02:01,5.0
20,2022-11-09ID25,2022-11-09,08:26:02,5.0
21,2022-11-09ID26,2022-11-09,06:27:01,5.6
22,2022-11-09ID27,2022-11-09,01:41:01,5.1
23,2022-11-08ID28,2022-11-08,20:48:01,5.6
24,2022-11-08ID31,2022-11-08,14:50:01,5.3
25,2022-11-08ID32,2022-11-08,11:55:01,5.0
26,2022-11-08ID33,2022-11-08,09:04:01,5.0
27,2022-11-08ID34,2022-11-08,01:45:01,5.2
28,2022-11-07ID37,2022-11-07,11:16:01,5.0
29,2022-11-07ID38,2022-11-07,07:42:01,5.0
30,2022-11-07ID39,2022-11-07,05:53:01,5.2
31,2022-11-07ID40,2022-11-07,03:45:01,5.4
32,2022-11-06ID42,2022-11-06,19:23:01,5.1
33,2022-11-06ID43,2022-11-06,10:07:02,5.1
34,2022-11-06ID44,2022-11-06,07:29:01,5.0
35,2022-11-06ID45,2022-11-06,04:45:01,5.2
36,2022-11-06ID46,2022-11-06,04:09:02,5.2
37,2022-11-06ID47,2022-11-06,00:22:01,5.6
