,id,date,time,magnitude
0,2022-09-25ID1,2022-09-25,21:50:02,5.1
1,2022-09-25ID2,2022-09-25,15:44:02,5.0
2,2022-09-25ID3,2022-09-25,11:37:01,5.1
3,2022-09-24ID4,2022-09-24,22:04:01,5.0
4,2022-09-24ID6,2022-09-24,19:59:01,5.0
5,2022-09-24ID7,2022-09-24,17:39:01,5.0
6,2022-09-23ID8,2022-09-23,23:08:01,6.1
7,2022-09-23ID10,2022-09-23,21:12:01,5.2
8,2022-09-23ID11,2022-09-23,21:08:01,6.2
9,2022-09-23ID12,2022-09-23,19:20:02,5.4
10,2022-09-23ID13,2022-09-23,18:42:01,5.2
11,2022-09-23ID14,2022-09-23,12:54:02,5.4
12,2022-09-22ID15,2022-09-22,17:25:01,5.2
13,2022-09-22ID20,2022-09-22,09:26:01,5.2
14,2022-09-22ID24,2022-09-22,06:27:02,7.0
15,2022-09-21ID25,2022-09-21,22:41:01,5.0
16,2022-09-21ID26,2022-09-21,18:14:01,5.1
17,2022-09-21ID27,2022-09-21,12:15:02,5.0
18,2022-09-21ID28,2022-09-21,09:49:01,5.7
19,2022-09-20ID29,2022-09-20,23:05:01,5.0
20,2022-09-20ID30,2022-09-20,19:09:01,5.1
21,2022-09-20ID31,2022-09-20,18:44:01,6.0
22,2022-09-20ID32,2022-09-20,08:38:01,5.9
23,2022-09-20ID33,2022-09-20,04:51:01,5.1
24,2022-09-19ID35,2022-09-19,19:51:01,5.3
25,2022-09-19ID36,2022-09-19,18:51:02,5.6
26,2022-09-19ID44,2022-09-19,18:11:01,7.5
27,2022-09-19ID45,2022-09-19,17:01:02,5.9
28,2022-09-19ID47,2022-09-19,04:49:01,5.0
29,2022-09-19ID48,2022-09-19,02:25:01,5.5
