,id,date,time,magnitude
0,2022-08-23ID2,2022-08-23,20:08:01,5.1
1,2022-08-23ID5,2022-08-23,19:02:02,5.8
2,2022-08-23ID7,2022-08-23,16:47:01,5.2
3,2022-08-23ID9,2022-08-23,14:52:01,6.0
4,2022-08-23ID11,2022-08-23,13:57:01,5.0
5,2022-08-23ID14,2022-08-23,12:14:02,5.4
6,2022-08-23ID15,2022-08-23,10:47:01,5.2
7,2022-08-22ID18,2022-08-22,08:55:01,5.5
8,2022-08-22ID19,2022-08-22,08:22:01,5.1
9,2022-08-22ID21,2022-08-22,03:10:02,5.3
10,2022-08-21ID23,2022-08-21,15:48:01,5.1
11,2022-08-19ID26,2022-08-19,18:17:02,5.2
12,2022-08-19ID29,2022-08-19,11:27:01,5.2
13,2022-08-19ID30,2022-08-19,05:25:01,5.3
14,2022-08-19ID32,2022-08-19,03:02:01,5.1
15,2022-08-18ID34,2022-08-18,21:54:01,5.1
16,2022-08-18ID36,2022-08-18,18:03:01,5.0
17,2022-08-18ID39,2022-08-18,08:02:02,5.4
18,2022-08-18ID40,2022-08-18,06:09:01,5.1
19,2022-08-18ID42,2022-08-18,02:28:01,5.3
20,2022-08-17ID45,2022-08-17,13:14:01,5.5
21,2022-08-17ID46,2022-08-17,04:44:01,5.4
22,2022-08-17ID48,2022-08-17,02:07:02,5.2
