,id,date,time,magnitude
0,2022-08-22ID3,2022-08-22,08:55:01,5.5
1,2022-08-22ID4,2022-08-22,08:22:01,5.1
2,2022-08-22ID6,2022-08-22,03:10:02,5.3
3,2022-08-21ID8,2022-08-21,15:48:01,5.1
4,2022-08-19ID11,2022-08-19,18:17:02,5.2
5,2022-08-19ID14,2022-08-19,11:27:01,5.2
6,2022-08-19ID15,2022-08-19,05:25:01,5.3
7,2022-08-19ID17,2022-08-19,03:02:01,5.1
8,2022-08-18ID19,2022-08-18,21:54:01,5.1
9,2022-08-18ID21,2022-08-18,18:03:01,5.0
10,2022-08-18ID24,2022-08-18,08:02:02,5.4
11,2022-08-18ID25,2022-08-18,06:09:01,5.1
12,2022-08-18ID27,2022-08-18,02:28:01,5.3
13,2022-08-17ID30,2022-08-17,13:14:01,5.5
14,2022-08-17ID31,2022-08-17,04:44:01,5.4
15,2022-08-17ID33,2022-08-17,02:07:02,5.2
16,2022-08-16ID35,2022-08-16,17:45:01,5.0
17,2022-08-16ID40,2022-08-16,11:21:01,5.0
18,2022-08-16ID41,2022-08-16,11:01:01,5.1
19,2022-08-16ID42,2022-08-16,08:55:01,5.0
20,2022-08-16ID43,2022-08-16,07:31:02,5.2
