,id,date,time,magnitude
0,2022-08-28ID2,2022-08-28,22:47:02,5.8
1,2022-08-28ID4,2022-08-28,19:06:02,5.6
2,2022-08-28ID6,2022-08-28,13:41:02,5.1
3,2022-08-28ID12,2022-08-28,04:02:01,5.1
4,2022-08-28ID16,2022-08-28,01:13:02,5.3
5,2022-08-27ID18,2022-08-27,18:48:02,5.2
6,2022-08-26ID20,2022-08-26,16:27:01,5.1
7,2022-08-25ID23,2022-08-25,03:40:02,5.0
8,2022-08-24ID25,2022-08-24,23:05:01,5.1
9,2022-08-24ID28,2022-08-24,15:54:02,5.2
10,2022-08-24ID30,2022-08-24,12:29:01,5.4
11,2022-08-23ID32,2022-08-23,20:08:01,5.1
12,2022-08-23ID35,2022-08-23,19:02:02,5.8
13,2022-08-23ID37,2022-08-23,16:47:01,5.2
14,2022-08-23ID39,2022-08-23,14:52:01,6.0
15,2022-08-23ID41,2022-08-23,13:57:01,5.0
16,2022-08-23ID44,2022-08-23,12:14:02,5.4
17,2022-08-23ID45,2022-08-23,10:47:01,5.2
18,2022-08-22ID48,2022-08-22,08:55:01,5.5
19,2022-08-22ID49,2022-08-22,08:22:01,5.1
20,2022-08-22ID51,2022-08-22,03:10:02,5.3
