,id,date,time,magnitude
0,2022-08-21ID2,2022-08-21,15:48:01,5.1
1,2022-08-19ID5,2022-08-19,18:17:02,5.2
2,2022-08-19ID8,2022-08-19,11:27:01,5.2
3,2022-08-19ID9,2022-08-19,05:25:01,5.3
4,2022-08-19ID11,2022-08-19,03:02:01,5.1
5,2022-08-18ID13,2022-08-18,21:54:01,5.1
6,2022-08-18ID15,2022-08-18,18:03:01,5.0
7,2022-08-18ID18,2022-08-18,08:02:02,5.4
8,2022-08-18ID19,2022-08-18,06:09:01,5.1
9,2022-08-18ID21,2022-08-18,02:28:01,5.3
10,2022-08-17ID24,2022-08-17,13:14:01,5.5
11,2022-08-17ID25,2022-08-17,04:44:01,5.4
12,2022-08-17ID27,2022-08-17,02:07:02,5.2
13,2022-08-16ID29,2022-08-16,17:45:01,5.0
14,2022-08-16ID34,2022-08-16,11:21:01,5.0
15,2022-08-16ID35,2022-08-16,11:01:01,5.1
16,2022-08-16ID36,2022-08-16,08:55:01,5.0
17,2022-08-16ID37,2022-08-16,07:31:02,5.2
18,2022-08-15ID39,2022-08-15,17:08:01,5.0
19,2022-08-15ID42,2022-08-15,08:52:02,5.3
20,2022-08-15ID43,2022-08-15,08:45:02,5.2
21,2022-08-15ID45,2022-08-15,01:56:02,5.1
